from etherscan.io
unix,date,symbol,open,high,low,close,Volume USD,Volume GNO
1697733143,---,---,3000000000,3000000000,3000000000,3000000000
1680278087,---,---,1250000000,1250000000,1250000000,1250000000
1669039295,---,---,500000000,500000000,500000000,500000000
1665410555,---,---,250000000,250000000,250000000,250000000
