from etherscan.io
unix,date,symbol,open,high,low,close,Volume USD,Volume GNO
1697733143,---,---,3000000000,3000000000,3000000000,3000000000
1688392919,---,---,1280000000,1280000000,1280000000,1280000000
1687183247,---,---,2500000,2500000,2500000,2500000
