https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZRX,Volume USD
1707519600000,2024-02-09 23:00:00,ZRX/USD,0.32224,0.32224,0.32224,0.32224,0.0,0.0
1707516000000,2024-02-09 22:00:00,ZRX/USD,0.32224,0.32224,0.32224,0.32224,0.0,0.0
1707512400000,2024-02-09 21:00:00,ZRX/USD,0.32224,0.32224,0.32224,0.32224,0.0,0.0
1707508800000,2024-02-09 20:00:00,ZRX/USD,0.32295,0.32295,0.32224,0.32224,8.133285,2.6208697584000005
1707505200000,2024-02-09 19:00:00,ZRX/USD,0.32488,0.32488,0.32065,0.32295,98.286838,31.741734332100002
1707501600000,2024-02-09 18:00:00,ZRX/USD,0.32488,0.32488,0.32488,0.32488,1.513084,0.49157072992000006
1707498000000,2024-02-09 17:00:00,ZRX/USD,0.3237,0.32578,0.3237,0.32488,4420.23286,1436.0452515568
1707494400000,2024-02-09 16:00:00,ZRX/USD,0.31904,0.3237,0.31904,0.3237,3364.193167,1088.9893281579
1707490800000,2024-02-09 15:00:00,ZRX/USD,0.31904,0.31904,0.31904,0.31904,0.0,0.0
1707487200000,2024-02-09 14:00:00,ZRX/USD,0.32288,0.32288,0.31904,0.31904,5423.88681,1730.4368478623999
1707483600000,2024-02-09 13:00:00,ZRX/USD,0.32137,0.32317,0.32137,0.32288,13363.99987,4314.9682780256
1707480000000,2024-02-09 12:00:00,ZRX/USD,0.31886,0.32137,0.31886,0.32137,51.589605,16.579351358849998
1707476400000,2024-02-09 11:00:00,ZRX/USD,0.31886,0.31886,0.31886,0.31886,0.0,0.0
1707472800000,2024-02-09 10:00:00,ZRX/USD,0.31886,0.31886,0.31886,0.31886,0.0,0.0
1707469200000,2024-02-09 09:00:00,ZRX/USD,0.31886,0.31886,0.31886,0.31886,0.0,0.0
1707465600000,2024-02-09 08:00:00,ZRX/USD,0.31564,0.31886,0.31564,0.31886,4890.994522,1559.5425132849198
1707462000000,2024-02-09 07:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707458400000,2024-02-09 06:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707454800000,2024-02-09 05:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707451200000,2024-02-09 04:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707447600000,2024-02-09 03:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707444000000,2024-02-09 02:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707440400000,2024-02-09 01:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707436800000,2024-02-09 00:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707433200000,2024-02-08 23:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707429600000,2024-02-08 22:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707426000000,2024-02-08 21:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707422400000,2024-02-08 20:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707418800000,2024-02-08 19:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707415200000,2024-02-08 18:00:00,ZRX/USD,0.31564,0.31564,0.31564,0.31564,0.0,0.0
1707411600000,2024-02-08 17:00:00,ZRX/USD,0.315,0.31564,0.315,0.31564,892.3688,281.667288032
1707408000000,2024-02-08 16:00:00,ZRX/USD,0.31725,0.31905,0.315,0.315,20006.268517,6301.974582855
1707404400000,2024-02-08 15:00:00,ZRX/USD,0.31725,0.31725,0.31725,0.31725,0.0,0.0
1707400800000,2024-02-08 14:00:00,ZRX/USD,0.32073,0.32073,0.31725,0.31725,11.778208,3.7366364879999994
1707397200000,2024-02-08 13:00:00,ZRX/USD,0.32073,0.32073,0.32073,0.32073,0.0,0.0
1707393600000,2024-02-08 12:00:00,ZRX/USD,0.31646,0.32073,0.31646,0.32073,51.692944,16.57947792912
1707390000000,2024-02-08 11:00:00,ZRX/USD,0.3157,0.31646,0.3157,0.31646,40.502079,12.817287920340002
1707386400000,2024-02-08 10:00:00,ZRX/USD,0.3157,0.3157,0.3157,0.3157,0.0,0.0
1707382800000,2024-02-08 09:00:00,ZRX/USD,0.3157,0.3157,0.3157,0.3157,0.0,0.0
1707379200000,2024-02-08 08:00:00,ZRX/USD,0.3157,0.3157,0.3157,0.3157,0.0,0.0
1707375600000,2024-02-08 07:00:00,ZRX/USD,0.31772,0.31772,0.3157,0.3157,0.920771,0.2906874047
1707372000000,2024-02-08 06:00:00,ZRX/USD,0.31772,0.31772,0.31772,0.31772,0.0,0.0
1707368400000,2024-02-08 05:00:00,ZRX/USD,0.31772,0.31772,0.31772,0.31772,0.0,0.0
1707364800000,2024-02-08 04:00:00,ZRX/USD,0.31878,0.31878,0.31772,0.31772,52.409931,16.65168327732
1707361200000,2024-02-08 03:00:00,ZRX/USD,0.31878,0.31878,0.31878,0.31878,0.0,0.0
1707357600000,2024-02-08 02:00:00,ZRX/USD,0.31878,0.31878,0.31878,0.31878,0.0,0.0
1707354000000,2024-02-08 01:00:00,ZRX/USD,0.31878,0.31878,0.31878,0.31878,0.0,0.0
1707350400000,2024-02-08 00:00:00,ZRX/USD,0.31878,0.31878,0.31878,0.31878,0.0,0.0
1707346800000,2024-02-07 23:00:00,ZRX/USD,0.31943,0.31943,0.31878,0.31878,868.834892,276.96718687176
1707343200000,2024-02-07 22:00:00,ZRX/USD,0.31943,0.31943,0.31943,0.31943,0.0,0.0
1707339600000,2024-02-07 21:00:00,ZRX/USD,0.31789,0.31943,0.31789,0.31943,114.417004,36.54822358772
1707336000000,2024-02-07 20:00:00,ZRX/USD,0.31529,0.31789,0.31529,0.31789,30.0,9.5367
1707332400000,2024-02-07 19:00:00,ZRX/USD,0.31529,0.31545,0.31529,0.31529,10000.0,3152.9
1707328800000,2024-02-07 18:00:00,ZRX/USD,0.31529,0.31529,0.31529,0.31529,0.0,0.0
1707325200000,2024-02-07 17:00:00,ZRX/USD,0.31333,0.31529,0.31333,0.31529,211.545547,66.69819551363
1707321600000,2024-02-07 16:00:00,ZRX/USD,0.31245,0.31333,0.31245,0.31333,6.382978,1.9999784967399998
1707318000000,2024-02-07 15:00:00,ZRX/USD,0.3122,0.31245,0.3122,0.31245,323.08106,100.946677197
1707314400000,2024-02-07 14:00:00,ZRX/USD,0.3122,0.3122,0.3122,0.3122,0.0,0.0
1707310800000,2024-02-07 13:00:00,ZRX/USD,0.3122,0.3122,0.3122,0.3122,0.0,0.0
1707307200000,2024-02-07 12:00:00,ZRX/USD,0.3122,0.3122,0.3122,0.3122,0.0,0.0
1707303600000,2024-02-07 11:00:00,ZRX/USD,0.3122,0.3122,0.3122,0.3122,0.0,0.0
1707300000000,2024-02-07 10:00:00,ZRX/USD,0.3122,0.3122,0.3122,0.3122,0.0,0.0
1707296400000,2024-02-07 09:00:00,ZRX/USD,0.3122,0.3122,0.3122,0.3122,0.0,0.0
1707292800000,2024-02-07 08:00:00,ZRX/USD,0.31014,0.31265,0.31014,0.3122,15890.568856,4961.0355968431995
1707289200000,2024-02-07 07:00:00,ZRX/USD,0.31014,0.31014,0.31014,0.31014,0.0,0.0
1707285600000,2024-02-07 06:00:00,ZRX/USD,0.31581,0.31581,0.31014,0.31014,51.589605,16.000000094700003
1707282000000,2024-02-07 05:00:00,ZRX/USD,0.31581,0.31581,0.31581,0.31581,0.0,0.0
1707278400000,2024-02-07 04:00:00,ZRX/USD,0.31581,0.31581,0.31581,0.31581,0.0,0.0
1707274800000,2024-02-07 03:00:00,ZRX/USD,0.31581,0.31581,0.31581,0.31581,0.0,0.0
1707271200000,2024-02-07 02:00:00,ZRX/USD,0.31581,0.31581,0.31581,0.31581,0.0,0.0
1707267600000,2024-02-07 01:00:00,ZRX/USD,0.31581,0.31581,0.31581,0.31581,0.0,0.0
1707264000000,2024-02-07 00:00:00,ZRX/USD,0.31581,0.31581,0.31581,0.31581,0.0,0.0
1707260400000,2024-02-06 23:00:00,ZRX/USD,0.31574,0.31581,0.31574,0.31581,584.164179,184.48488936999
1707256800000,2024-02-06 22:00:00,ZRX/USD,0.31574,0.31574,0.31574,0.31574,0.0,0.0
1707253200000,2024-02-06 21:00:00,ZRX/USD,0.31574,0.31574,0.31574,0.31574,0.0,0.0
1707249600000,2024-02-06 20:00:00,ZRX/USD,0.315,0.31574,0.315,0.31574,20.0,6.3148
1707246000000,2024-02-06 19:00:00,ZRX/USD,0.31251,0.315,0.31251,0.315,12.96277,4.08327255
1707242400000,2024-02-06 18:00:00,ZRX/USD,0.31251,0.31251,0.31251,0.31251,0.0,0.0
1707238800000,2024-02-06 17:00:00,ZRX/USD,0.3146,0.3146,0.31251,0.31251,7.792878,2.4353523037800002
1707235200000,2024-02-06 16:00:00,ZRX/USD,0.31152,0.3146,0.31152,0.3146,88.872303,27.959226523799998
1707231600000,2024-02-06 15:00:00,ZRX/USD,0.31174,0.31174,0.31152,0.31152,403.942531,125.83617725712
1707228000000,2024-02-06 14:00:00,ZRX/USD,0.31174,0.31174,0.31174,0.31174,0.0,0.0
1707224400000,2024-02-06 13:00:00,ZRX/USD,0.31174,0.31174,0.31174,0.31174,0.0,0.0
1707220800000,2024-02-06 12:00:00,ZRX/USD,0.31174,0.31174,0.31174,0.31174,0.0,0.0
1707217200000,2024-02-06 11:00:00,ZRX/USD,0.3136,0.3136,0.31174,0.31174,51.306718,15.994356269319999
1707213600000,2024-02-06 10:00:00,ZRX/USD,0.31416,0.31416,0.3136,0.3136,0.954111,0.2992092096
1707210000000,2024-02-06 09:00:00,ZRX/USD,0.3146,0.3146,0.31416,0.31416,8117.13816,2550.0801243456
1707206400000,2024-02-06 08:00:00,ZRX/USD,0.3135,0.3146,0.31323,0.3146,20564.572595,6469.614538387001
1707202800000,2024-02-06 07:00:00,ZRX/USD,0.31283,0.3135,0.31283,0.3135,1280.355493,401.3914470555
1707199200000,2024-02-06 06:00:00,ZRX/USD,0.31373,0.31373,0.31283,0.31283,286.244124,89.54574931092
1707195600000,2024-02-06 05:00:00,ZRX/USD,0.31373,0.31373,0.31373,0.31373,0.0,0.0
1707192000000,2024-02-06 04:00:00,ZRX/USD,0.31389,0.31389,0.31373,0.31373,54.832382,17.202563204860002
1707188400000,2024-02-06 03:00:00,ZRX/USD,0.31389,0.31389,0.31389,0.31389,0.0,0.0
1707184800000,2024-02-06 02:00:00,ZRX/USD,0.31389,0.31389,0.31389,0.31389,0.0,0.0
1707181200000,2024-02-06 01:00:00,ZRX/USD,0.31389,0.31389,0.31389,0.31389,0.0,0.0
1707177600000,2024-02-06 00:00:00,ZRX/USD,0.30983,0.31389,0.30983,0.31389,3.201673,1.00497313797
1707174000000,2024-02-05 23:00:00,ZRX/USD,0.30983,0.30983,0.30983,0.30983,0.0,0.0
1707170400000,2024-02-05 22:00:00,ZRX/USD,0.31471,0.31471,0.30965,0.30983,3286.075838,1018.12487688754
1707166800000,2024-02-05 21:00:00,ZRX/USD,0.31471,0.31471,0.31471,0.31471,0.0,0.0
1707163200000,2024-02-05 20:00:00,ZRX/USD,0.31471,0.31471,0.31471,0.31471,0.0,0.0
1707159600000,2024-02-05 19:00:00,ZRX/USD,0.30996,0.31471,0.30996,0.31471,61.67156,19.4086566476
1707156000000,2024-02-05 18:00:00,ZRX/USD,0.30996,0.30996,0.30996,0.30996,0.0,0.0
1707152400000,2024-02-05 17:00:00,ZRX/USD,0.30996,0.30996,0.30996,0.30996,0.0,0.0
1707148800000,2024-02-05 16:00:00,ZRX/USD,0.30965,0.30996,0.30965,0.30996,6.452441,1.9999986123600002
1707145200000,2024-02-05 15:00:00,ZRX/USD,0.3146,0.3146,0.30965,0.30965,46.408366,14.3703505319
1707141600000,2024-02-05 14:00:00,ZRX/USD,0.3146,0.3146,0.3146,0.3146,0.0,0.0
1707138000000,2024-02-05 13:00:00,ZRX/USD,0.31428,0.3146,0.31428,0.3146,46.408366,14.6000719436
1707134400000,2024-02-05 12:00:00,ZRX/USD,0.31428,0.31428,0.31428,0.31428,0.0,0.0
1707130800000,2024-02-05 11:00:00,ZRX/USD,0.31428,0.31428,0.31428,0.31428,0.0,0.0
1707127200000,2024-02-05 10:00:00,ZRX/USD,0.31428,0.31428,0.31428,0.31428,0.0,0.0
1707123600000,2024-02-05 09:00:00,ZRX/USD,0.31428,0.31428,0.31428,0.31428,0.0,0.0
1707120000000,2024-02-05 08:00:00,ZRX/USD,0.31289,0.31428,0.31289,0.31428,3.181876,0.99999998928
1707116400000,2024-02-05 07:00:00,ZRX/USD,0.31289,0.31289,0.31289,0.31289,0.0,0.0
1707112800000,2024-02-05 06:00:00,ZRX/USD,0.31289,0.31289,0.31289,0.31289,0.0,0.0
1707109200000,2024-02-05 05:00:00,ZRX/USD,0.31289,0.31289,0.31289,0.31289,0.0,0.0
1707105600000,2024-02-05 04:00:00,ZRX/USD,0.31289,0.31289,0.31289,0.31289,0.0,0.0
1707102000000,2024-02-05 03:00:00,ZRX/USD,0.30816,0.31289,0.30816,0.31289,361.272297,113.03848900832999
1707098400000,2024-02-05 02:00:00,ZRX/USD,0.30553,0.30816,0.30553,0.30816,226.733105,69.8700736368
1707094800000,2024-02-05 01:00:00,ZRX/USD,0.30907,0.30907,0.30523,0.30553,5056.222069,1544.8275287415702
1707091200000,2024-02-05 00:00:00,ZRX/USD,0.31192,0.31192,0.30868,0.30907,710.05209,219.4557994563
1707087600000,2024-02-04 23:00:00,ZRX/USD,0.31068,0.31192,0.31068,0.31192,242.829198,75.74328344015998
1707084000000,2024-02-04 22:00:00,ZRX/USD,0.31656,0.31656,0.31068,0.31068,1716.319173,533.2260406676401
1707080400000,2024-02-04 21:00:00,ZRX/USD,0.31656,0.31656,0.31656,0.31656,0.0,0.0
1707076800000,2024-02-04 20:00:00,ZRX/USD,0.31656,0.31656,0.31656,0.31656,0.0,0.0
1707073200000,2024-02-04 19:00:00,ZRX/USD,0.31656,0.31656,0.31656,0.31656,0.0,0.0
1707069600000,2024-02-04 18:00:00,ZRX/USD,0.31656,0.31656,0.31656,0.31656,0.0,0.0
1707066000000,2024-02-04 17:00:00,ZRX/USD,0.31672,0.31672,0.31656,0.31656,28.319974,8.96497096944
1707062400000,2024-02-04 16:00:00,ZRX/USD,0.31724,0.31724,0.3167,0.31672,6.314598,1.9999594785600001
1707058800000,2024-02-04 15:00:00,ZRX/USD,0.31724,0.31724,0.31724,0.31724,0.0,0.0
1707055200000,2024-02-04 14:00:00,ZRX/USD,0.31226,0.31724,0.31226,0.31724,9537.52892,3025.6856745808004
1707051600000,2024-02-04 13:00:00,ZRX/USD,0.31226,0.31226,0.31226,0.31226,0.0,0.0
1707048000000,2024-02-04 12:00:00,ZRX/USD,0.31226,0.31226,0.31226,0.31226,0.0,0.0
1707044400000,2024-02-04 11:00:00,ZRX/USD,0.31226,0.31226,0.31226,0.31226,0.0,0.0
1707040800000,2024-02-04 10:00:00,ZRX/USD,0.31226,0.31226,0.31226,0.31226,0.0,0.0
1707037200000,2024-02-04 09:00:00,ZRX/USD,0.31226,0.31226,0.31226,0.31226,0.0,0.0
1707033600000,2024-02-04 08:00:00,ZRX/USD,0.31226,0.31226,0.31226,0.31226,0.0,0.0
1707030000000,2024-02-04 07:00:00,ZRX/USD,0.31293,0.31299,0.31226,0.31226,97.473063,30.436938652379997
1707026400000,2024-02-04 06:00:00,ZRX/USD,0.31418,0.31418,0.31293,0.31293,0.616912,0.19305027216
1707022800000,2024-02-04 05:00:00,ZRX/USD,0.31565,0.31565,0.31418,0.31418,93.408477,29.347075303860002
1707019200000,2024-02-04 04:00:00,ZRX/USD,0.31565,0.31565,0.31565,0.31565,0.0,0.0
1707015600000,2024-02-04 03:00:00,ZRX/USD,0.31565,0.31565,0.31565,0.31565,0.0,0.0
1707012000000,2024-02-04 02:00:00,ZRX/USD,0.31532,0.31565,0.31532,0.31565,10.28,3.2448819999999996
1707008400000,2024-02-04 01:00:00,ZRX/USD,0.31447,0.31532,0.31447,0.31532,3.0,0.9459599999999999
1707004800000,2024-02-04 00:00:00,ZRX/USD,0.31827,0.31827,0.31447,0.31447,3.635514,1.14326008758
1707001200000,2024-02-03 23:00:00,ZRX/USD,0.31892,0.31892,0.31827,0.31827,1.576732,0.50182649364
1706997600000,2024-02-03 22:00:00,ZRX/USD,0.31943,0.31943,0.3189,0.31892,32.790465,10.4575350978
1706994000000,2024-02-03 21:00:00,ZRX/USD,0.31943,0.31943,0.31943,0.31943,0.0,0.0
1706990400000,2024-02-03 20:00:00,ZRX/USD,0.31841,0.31943,0.31841,0.31943,9.37607,2.9949980401
1706986800000,2024-02-03 19:00:00,ZRX/USD,0.31779,0.31841,0.31779,0.31841,36.671957,11.67671782837
1706983200000,2024-02-03 18:00:00,ZRX/USD,0.31779,0.31779,0.31779,0.31779,0.0,0.0
1706979600000,2024-02-03 17:00:00,ZRX/USD,0.31779,0.31779,0.31779,0.31779,0.0,0.0
1706976000000,2024-02-03 16:00:00,ZRX/USD,0.31706,0.31791,0.31706,0.31779,4054.912306,1288.61058172374
1706972400000,2024-02-03 15:00:00,ZRX/USD,0.31753,0.31753,0.31706,0.31706,50.463635,16.0000001131
1706968800000,2024-02-03 14:00:00,ZRX/USD,0.31899,0.31899,0.31671,0.31753,407.527713,129.40227470889
1706965200000,2024-02-03 13:00:00,ZRX/USD,0.31899,0.31899,0.31899,0.31899,0.0,0.0
1706961600000,2024-02-03 12:00:00,ZRX/USD,0.31899,0.31899,0.31899,0.31899,0.0,0.0
1706958000000,2024-02-03 11:00:00,ZRX/USD,0.31899,0.31899,0.31899,0.31899,0.0,0.0
1706954400000,2024-02-03 10:00:00,ZRX/USD,0.31899,0.31899,0.31899,0.31899,0.0,0.0
1706950800000,2024-02-03 09:00:00,ZRX/USD,0.31899,0.31899,0.31899,0.31899,0.0,0.0
1706947200000,2024-02-03 08:00:00,ZRX/USD,0.31899,0.31899,0.31899,0.31899,0.0,0.0
1706943600000,2024-02-03 07:00:00,ZRX/USD,0.3237,0.3237,0.31899,0.31899,160.0,51.038399999999996
1706940000000,2024-02-03 06:00:00,ZRX/USD,0.3237,0.3237,0.3237,0.3237,0.0,0.0
1706936400000,2024-02-03 05:00:00,ZRX/USD,0.3237,0.3237,0.3237,0.3237,0.0,0.0
1706932800000,2024-02-03 04:00:00,ZRX/USD,0.3237,0.3237,0.3237,0.3237,0.0,0.0
1706929200000,2024-02-03 03:00:00,ZRX/USD,0.3237,0.3237,0.3237,0.3237,0.0,0.0
1706925600000,2024-02-03 02:00:00,ZRX/USD,0.32464,0.32464,0.3237,0.3237,56.897823,18.4178253051
1706922000000,2024-02-03 01:00:00,ZRX/USD,0.32298,0.32464,0.32298,0.32464,104.864555,34.043229135199994
1706918400000,2024-02-03 00:00:00,ZRX/USD,0.32079,0.32298,0.32079,0.32298,11.3447,3.664111206
1706914800000,2024-02-02 23:00:00,ZRX/USD,0.32079,0.32079,0.32079,0.32079,0.0,0.0
1706911200000,2024-02-02 22:00:00,ZRX/USD,0.32079,0.32079,0.32079,0.32079,0.0,0.0
1706907600000,2024-02-02 21:00:00,ZRX/USD,0.3206,0.32101,0.32027,0.32079,3674.747114,1178.82212670006
