https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAI,Volume USD
1701093600000,2023-11-27 14:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1701090000000,2023-11-27 13:00:00,DAI/USD,0.9977,1.00099,0.9977,0.9999,9411.921826,9410.9806338174
1701086400000,2023-11-27 12:00:00,DAI/USD,0.9977,0.9977,0.9977,0.9977,0.0,0.0
1701082800000,2023-11-27 11:00:00,DAI/USD,0.9997,0.9997,0.9977,0.9977,764.320629,762.5626915533
1701079200000,2023-11-27 10:00:00,DAI/USD,0.99799,0.9997,0.99798,0.9997,7475.011134,7472.768630659801
1701075600000,2023-11-27 09:00:00,DAI/USD,0.99417,0.99925,0.99002,0.99799,14087.0,14058.68513
1701072000000,2023-11-27 08:00:00,DAI/USD,0.99815,0.99815,0.99417,0.99417,5700.0,5666.769
1701068400000,2023-11-27 07:00:00,DAI/USD,0.99624,0.99815,0.99624,0.99815,780.80307,779.3585843205001
1701064800000,2023-11-27 06:00:00,DAI/USD,0.99624,0.99624,0.99624,0.99624,0.0,0.0
1701061200000,2023-11-27 05:00:00,DAI/USD,0.99918,0.99918,0.99624,0.99624,3800.4,3786.1104960000002
1701057600000,2023-11-27 04:00:00,DAI/USD,0.99702,0.99918,0.99702,0.99918,241.0,240.80238
1701054000000,2023-11-27 03:00:00,DAI/USD,0.99623,0.99853,0.99623,0.99702,437.374208,436.07083286016
1701050400000,2023-11-27 02:00:00,DAI/USD,0.99623,0.99623,0.99623,0.99623,0.0,0.0
1701046800000,2023-11-27 01:00:00,DAI/USD,0.99623,0.99623,0.99623,0.99623,0.0,0.0
1701043200000,2023-11-27 00:00:00,DAI/USD,0.99623,0.99623,0.99623,0.99623,0.0,0.0
1701039600000,2023-11-26 23:00:00,DAI/USD,0.99697,0.9972,0.99623,0.99623,4244.0,4228.00012
1701036000000,2023-11-26 22:00:00,DAI/USD,0.99697,0.99697,0.99697,0.99697,0.0,0.0
1701032400000,2023-11-26 21:00:00,DAI/USD,0.99766,0.99766,0.99697,0.99697,341.970697,340.93452578808996
1701028800000,2023-11-26 20:00:00,DAI/USD,0.99766,0.99766,0.99766,0.99766,0.0,0.0
1701025200000,2023-11-26 19:00:00,DAI/USD,0.99766,0.99766,0.99766,0.99766,0.0,0.0
1701021600000,2023-11-26 18:00:00,DAI/USD,0.99766,0.99766,0.99766,0.99766,0.0,0.0
1701018000000,2023-11-26 17:00:00,DAI/USD,0.99913,0.99913,0.99766,0.99766,3.987193,3.9778629683799998
1701014400000,2023-11-26 16:00:00,DAI/USD,0.99913,0.99913,0.99913,0.99913,0.0,0.0
1701010800000,2023-11-26 15:00:00,DAI/USD,0.99669,0.99913,0.99669,0.99913,47.812534,47.770937095419995
1701007200000,2023-11-26 14:00:00,DAI/USD,0.9973,0.99873,0.99669,0.99669,1268.378825,1264.18049108925
1701003600000,2023-11-26 13:00:00,DAI/USD,0.9973,0.9973,0.9973,0.9973,0.0,0.0
1701000000000,2023-11-26 12:00:00,DAI/USD,0.99931,0.99931,0.9973,0.9973,980.0,977.3539999999999
1700996400000,2023-11-26 11:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700992800000,2023-11-26 10:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700989200000,2023-11-26 09:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700985600000,2023-11-26 08:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700982000000,2023-11-26 07:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700978400000,2023-11-26 06:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700974800000,2023-11-26 05:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700971200000,2023-11-26 04:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700967600000,2023-11-26 03:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,6.003775,5.99963239525
1700964000000,2023-11-26 02:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700960400000,2023-11-26 01:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700956800000,2023-11-26 00:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700953200000,2023-11-25 23:00:00,DAI/USD,0.9998,0.9998,0.998,0.99931,1186.499984,1185.68129901104
1700949600000,2023-11-25 22:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700946000000,2023-11-25 21:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700942400000,2023-11-25 20:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,8.783,8.7812434
1700938800000,2023-11-25 19:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700935200000,2023-11-25 18:00:00,DAI/USD,0.99918,0.9998,0.99918,0.9998,216.6416,216.59827168
1700931600000,2023-11-25 17:00:00,DAI/USD,0.9996,0.9996,0.99918,0.99918,3.123204,3.12064297272
1700928000000,2023-11-25 16:00:00,DAI/USD,0.9996,0.9996,0.9996,0.9996,0.0,0.0
1700924400000,2023-11-25 15:00:00,DAI/USD,0.9997,0.9997,0.9996,0.9996,100.0,99.96000000000001
1700920800000,2023-11-25 14:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700917200000,2023-11-25 13:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700913600000,2023-11-25 12:00:00,DAI/USD,0.99925,0.9997,0.99925,0.9997,1484.040117,1483.5949049649
1700910000000,2023-11-25 11:00:00,DAI/USD,0.99925,0.99925,0.99925,0.99925,0.0,0.0
1700906400000,2023-11-25 10:00:00,DAI/USD,0.99925,0.99925,0.99925,0.99925,0.0,0.0
1700902800000,2023-11-25 09:00:00,DAI/USD,0.99925,0.99925,0.99925,0.99925,0.0,0.0
1700899200000,2023-11-25 08:00:00,DAI/USD,0.99767,0.99925,0.99767,0.99925,27.6724,27.6516457
1700895600000,2023-11-25 07:00:00,DAI/USD,0.99767,0.99767,0.99767,0.99767,0.0,0.0
1700892000000,2023-11-25 06:00:00,DAI/USD,0.9999,0.9999,0.99767,0.99767,2952.276817,2945.3980120163897
1700888400000,2023-11-25 05:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700884800000,2023-11-25 04:00:00,DAI/USD,0.9997,0.9999,0.9997,0.9999,247.59346,247.568700654
1700881200000,2023-11-25 03:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,8.967851,8.9651606447
1700877600000,2023-11-25 02:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700874000000,2023-11-25 01:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700870400000,2023-11-25 00:00:00,DAI/USD,0.9999,0.9999,0.99932,0.9997,543.438689,543.2756573933
1700866800000,2023-11-24 23:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700863200000,2023-11-24 22:00:00,DAI/USD,1.001,1.001,0.9999,0.9999,66.60757,66.60090924299999
1700859600000,2023-11-24 21:00:00,DAI/USD,1.00158,1.00158,1.001,1.001,47.723183,47.770906182999994
1700856000000,2023-11-24 20:00:00,DAI/USD,1.00158,1.00158,1.00158,1.00158,0.0,0.0
1700852400000,2023-11-24 19:00:00,DAI/USD,1.00158,1.00158,1.00158,1.00158,0.0,0.0
1700848800000,2023-11-24 18:00:00,DAI/USD,1.00158,1.00158,1.00158,1.00158,0.0,0.0
1700845200000,2023-11-24 17:00:00,DAI/USD,1.00296,1.00296,1.00158,1.00158,40.522953,40.58697926574
1700841600000,2023-11-24 16:00:00,DAI/USD,0.99989,1.00296,0.99989,1.00296,14993.390233,15037.77066808968
1700838000000,2023-11-24 15:00:00,DAI/USD,0.9996,0.99989,0.9996,0.99989,638.235887,638.16568105243
1700834400000,2023-11-24 14:00:00,DAI/USD,0.9996,0.9996,0.9996,0.9996,0.0,0.0
1700830800000,2023-11-24 13:00:00,DAI/USD,0.9996,0.9996,0.9996,0.9996,0.0,0.0
1700827200000,2023-11-24 12:00:00,DAI/USD,0.9996,0.9996,0.9996,0.9996,0.0,0.0
1700823600000,2023-11-24 11:00:00,DAI/USD,0.9996,0.9996,0.9996,0.9996,0.0,0.0
1700820000000,2023-11-24 10:00:00,DAI/USD,0.99999,0.99999,0.9996,0.9996,300.0,299.88
1700816400000,2023-11-24 09:00:00,DAI/USD,0.99999,0.99999,0.99999,0.99999,0.0,0.0
1700812800000,2023-11-24 08:00:00,DAI/USD,0.99999,0.99999,0.99999,0.99999,0.0,0.0
1700809200000,2023-11-24 07:00:00,DAI/USD,0.99999,0.99999,0.99999,0.99999,731.2149,731.207587851
1700805600000,2023-11-24 06:00:00,DAI/USD,0.99722,0.99999,0.99722,0.99999,3101.440403,3101.40938859597
1700802000000,2023-11-24 05:00:00,DAI/USD,0.99722,0.99722,0.99722,0.99722,0.0,0.0
1700798400000,2023-11-24 04:00:00,DAI/USD,0.99931,0.99931,0.99722,0.99722,18400.0,18348.847999999998
1700794800000,2023-11-24 03:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700791200000,2023-11-24 02:00:00,DAI/USD,0.99931,0.99931,0.9988,0.99931,150.284498,150.18080169638003
1700787600000,2023-11-24 01:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700784000000,2023-11-24 00:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700780400000,2023-11-23 23:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,99.580806,99.51209524386
1700776800000,2023-11-23 22:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700773200000,2023-11-23 21:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700769600000,2023-11-23 20:00:00,DAI/USD,0.99881,0.99931,0.99881,0.99931,270.147828,269.96142599868
1700766000000,2023-11-23 19:00:00,DAI/USD,0.99881,0.99881,0.99881,0.99881,0.0,0.0
1700762400000,2023-11-23 18:00:00,DAI/USD,0.99881,0.99881,0.99881,0.99881,0.0,0.0
1700758800000,2023-11-23 17:00:00,DAI/USD,0.99881,0.99881,0.99881,0.99881,0.0,0.0
1700755200000,2023-11-23 16:00:00,DAI/USD,0.99881,0.99881,0.99881,0.99881,0.0,0.0
1700751600000,2023-11-23 15:00:00,DAI/USD,0.9999,0.9999,0.99722,0.99881,5242.35069,5236.1122926789
1700748000000,2023-11-23 14:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700744400000,2023-11-23 13:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700740800000,2023-11-23 12:00:00,DAI/USD,0.99918,0.9999,0.99918,0.9999,1111.171699,1111.0605818301
1700737200000,2023-11-23 11:00:00,DAI/USD,0.99918,0.99918,0.99918,0.99918,0.0,0.0
1700733600000,2023-11-23 10:00:00,DAI/USD,0.999,0.99918,0.999,0.99918,50.21807,50.176891182599995
1700730000000,2023-11-23 09:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700726400000,2023-11-23 08:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700722800000,2023-11-23 07:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700719200000,2023-11-23 06:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700715600000,2023-11-23 05:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700712000000,2023-11-23 04:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700708400000,2023-11-23 03:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700704800000,2023-11-23 02:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700701200000,2023-11-23 01:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700697600000,2023-11-23 00:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700694000000,2023-11-22 23:00:00,DAI/USD,0.999,0.999,0.999,0.999,0.0,0.0
1700690400000,2023-11-22 22:00:00,DAI/USD,0.99865,0.99901,0.99865,0.999,5550.039519,5544.489479481
1700686800000,2023-11-22 21:00:00,DAI/USD,0.99865,0.99865,0.99865,0.99865,0.0,0.0
1700683200000,2023-11-22 20:00:00,DAI/USD,0.99766,0.99865,0.99766,0.99865,42.11301,42.0561574365
1700679600000,2023-11-22 19:00:00,DAI/USD,0.9998,0.9998,0.99766,0.99766,9509.031921,9486.78078630486
1700676000000,2023-11-22 18:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700672400000,2023-11-22 17:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700668800000,2023-11-22 16:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700665200000,2023-11-22 15:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700661600000,2023-11-22 14:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700658000000,2023-11-22 13:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700654400000,2023-11-22 12:00:00,DAI/USD,0.9997,0.99999,0.9996,0.9998,370.168745,370.09471125100004
1700650800000,2023-11-22 11:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700647200000,2023-11-22 10:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700643600000,2023-11-22 09:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700640000000,2023-11-22 08:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700636400000,2023-11-22 07:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700632800000,2023-11-22 06:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700629200000,2023-11-22 05:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700625600000,2023-11-22 04:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700622000000,2023-11-22 03:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700618400000,2023-11-22 02:00:00,DAI/USD,0.9997,1.0,0.9997,0.9997,517.159124,517.0039762628
1700614800000,2023-11-22 01:00:00,DAI/USD,0.9999,0.9999,0.9997,0.9997,52.515757,52.500002272900005
1700611200000,2023-11-22 00:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700607600000,2023-11-21 23:00:00,DAI/USD,0.99884,0.9999,0.99669,0.9999,12137.296539,12136.0828093461
1700604000000,2023-11-21 22:00:00,DAI/USD,0.99884,0.99884,0.99884,0.99884,0.0,0.0
1700600400000,2023-11-21 21:00:00,DAI/USD,0.99884,0.99884,0.99884,0.99884,0.0,0.0
1700596800000,2023-11-21 20:00:00,DAI/USD,0.99884,0.99884,0.99884,0.99884,0.0,0.0
1700593200000,2023-11-21 19:00:00,DAI/USD,1.0,1.0,0.99884,0.99884,206651.729414,206412.01340787974
1700589600000,2023-11-21 18:00:00,DAI/USD,0.9998,1.0,0.9998,1.0,5999.400059,5999.400059
1700586000000,2023-11-21 17:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700582400000,2023-11-21 16:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700578800000,2023-11-21 15:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700575200000,2023-11-21 14:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700571600000,2023-11-21 13:00:00,DAI/USD,1.0,1.0,0.9998,0.9998,110.169266,110.1472321468
1700568000000,2023-11-21 12:00:00,DAI/USD,1.0,1.0,1.0,1.0,2200.0,2200.0
1700564400000,2023-11-21 11:00:00,DAI/USD,1.0,1.0,1.0,1.0,0.0,0.0
1700560800000,2023-11-21 10:00:00,DAI/USD,1.0,1.0,1.0,1.0,0.0,0.0
1700557200000,2023-11-21 09:00:00,DAI/USD,1.0,1.0,1.0,1.0,0.0,0.0
1700553600000,2023-11-21 08:00:00,DAI/USD,1.00192,1.00192,1.0,1.0,5465.0,5465.0
1700550000000,2023-11-21 07:00:00,DAI/USD,1.0026,1.0026,1.00192,1.00192,1210.0,1212.3231999999998
1700546400000,2023-11-21 06:00:00,DAI/USD,1.00249,1.0026,1.00249,1.0026,30.468528,30.547746172799997
1700542800000,2023-11-21 05:00:00,DAI/USD,1.00315,1.00403,1.00249,1.00249,1040.0,1042.5896
1700539200000,2023-11-21 04:00:00,DAI/USD,1.01069,1.01069,1.00315,1.00315,12.10473,12.1428598995
1700535600000,2023-11-21 03:00:00,DAI/USD,1.01069,1.01069,1.01069,1.01069,0.0,0.0
1700532000000,2023-11-21 02:00:00,DAI/USD,1.01069,1.01069,1.01069,1.01069,0.0,0.0
1700528400000,2023-11-21 01:00:00,DAI/USD,1.01069,1.01069,1.01069,1.01069,0.0,0.0
1700524800000,2023-11-21 00:00:00,DAI/USD,1.01909,1.01909,1.00346,1.01069,7.82194,7.9055565386
1700521200000,2023-11-20 23:00:00,DAI/USD,1.01909,1.01909,1.01909,1.01909,0.235504,0.23999977136
1700517600000,2023-11-20 22:00:00,DAI/USD,1.01909,1.01909,1.01909,1.01909,0.0,0.0
1700514000000,2023-11-20 21:00:00,DAI/USD,1.01909,1.01909,1.01909,1.01909,0.0,0.0
1700510400000,2023-11-20 20:00:00,DAI/USD,1.01909,1.01909,1.01909,1.01909,0.0,0.0
1700506800000,2023-11-20 19:00:00,DAI/USD,1.01053,1.01909,1.00656,1.01909,10.945234,11.15417851706
1700503200000,2023-11-20 18:00:00,DAI/USD,1.01053,1.01053,1.01053,1.01053,0.0,0.0
1700499600000,2023-11-20 17:00:00,DAI/USD,1.01909,1.01909,1.01053,1.01053,5.882105,5.9440435656499995
1700496000000,2023-11-20 16:00:00,DAI/USD,1.00281,1.01909,1.00281,1.01909,14773.510161,15055.536469973491
1700492400000,2023-11-20 15:00:00,DAI/USD,1.0002,1.00281,1.0002,1.00281,498.598936,499.99999901015997
1700488800000,2023-11-20 14:00:00,DAI/USD,1.0002,1.0002,1.0002,1.0002,622.0,622.1244
1700485200000,2023-11-20 13:00:00,DAI/USD,1.01534,1.01534,1.0002,1.0002,2276.390308,2276.8455860616
1700481600000,2023-11-20 12:00:00,DAI/USD,0.99991,1.01534,0.99991,1.01534,9349.546099,9492.968136158659
1700478000000,2023-11-20 11:00:00,DAI/USD,0.99937,0.99991,0.99933,0.99991,318.593207,318.56453361137
1700474400000,2023-11-20 10:00:00,DAI/USD,0.99937,0.99937,0.99937,0.99937,0.0,0.0
1700470800000,2023-11-20 09:00:00,DAI/USD,0.99937,0.99937,0.99937,0.99937,0.0,0.0
1700467200000,2023-11-20 08:00:00,DAI/USD,0.99937,0.99937,0.99937,0.99937,0.0,0.0
1700463600000,2023-11-20 07:00:00,DAI/USD,0.99937,0.99937,0.99937,0.99937,0.0,0.0
1700460000000,2023-11-20 06:00:00,DAI/USD,0.9996,0.9996,0.99937,0.99937,1.0,0.99937
1700456400000,2023-11-20 05:00:00,DAI/USD,0.9998,0.9998,0.9996,0.9996,200.0,199.92000000000002
1700452800000,2023-11-20 04:00:00,DAI/USD,0.99931,0.9998,0.99931,0.9998,456.344079,456.25281018420003
1700449200000,2023-11-20 03:00:00,DAI/USD,0.99931,0.99931,0.99931,0.99931,0.0,0.0
1700445600000,2023-11-20 02:00:00,DAI/USD,0.9997,0.9997,0.99854,0.99931,6756.390308,6751.72839868748
1700442000000,2023-11-20 01:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700438400000,2023-11-20 00:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700434800000,2023-11-19 23:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700431200000,2023-11-19 22:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700427600000,2023-11-19 21:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,0.0,0.0
1700424000000,2023-11-19 20:00:00,DAI/USD,0.9999,0.9999,0.99921,0.9997,5791.0,5789.2627
1700420400000,2023-11-19 19:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700416800000,2023-11-19 18:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700413200000,2023-11-19 17:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700409600000,2023-11-19 16:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700406000000,2023-11-19 15:00:00,DAI/USD,1.00241,1.00241,0.9999,0.9999,13.19,13.188680999999999
1700402400000,2023-11-19 14:00:00,DAI/USD,1.00241,1.00241,1.00241,1.00241,0.0,0.0
1700398800000,2023-11-19 13:00:00,DAI/USD,1.00241,1.00241,1.00241,1.00241,0.0,0.0
1700395200000,2023-11-19 12:00:00,DAI/USD,1.00514,1.00514,1.00241,1.00241,304.5207,305.254594887
1700391600000,2023-11-19 11:00:00,DAI/USD,0.9998,1.00514,0.9998,1.00514,4985.610813,5011.23685257882
1700388000000,2023-11-19 10:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700384400000,2023-11-19 09:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700380800000,2023-11-19 08:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700377200000,2023-11-19 07:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700373600000,2023-11-19 06:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700370000000,2023-11-19 05:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700366400000,2023-11-19 04:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1700362800000,2023-11-19 03:00:00,DAI/USD,0.99921,1.0,0.99921,0.9998,333.108995,333.042373201
1700359200000,2023-11-19 02:00:00,DAI/USD,0.99921,0.99921,0.99921,0.99921,0.0,0.0
1700355600000,2023-11-19 01:00:00,DAI/USD,0.99921,0.99921,0.99921,0.99921,0.0,0.0
1700352000000,2023-11-19 00:00:00,DAI/USD,0.9999,0.9999,0.99921,0.99921,11685.705561,11676.47385360681
1700348400000,2023-11-18 23:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700344800000,2023-11-18 22:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700341200000,2023-11-18 21:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700337600000,2023-11-18 20:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700334000000,2023-11-18 19:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700330400000,2023-11-18 18:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700326800000,2023-11-18 17:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700323200000,2023-11-18 16:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700319600000,2023-11-18 15:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700316000000,2023-11-18 14:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700312400000,2023-11-18 13:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700308800000,2023-11-18 12:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700305200000,2023-11-18 11:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700301600000,2023-11-18 10:00:00,DAI/USD,1.00064,1.00064,0.9999,0.9999,2.724668,2.7243955332
1700298000000,2023-11-18 09:00:00,DAI/USD,1.00064,1.00064,1.00064,1.00064,0.0,0.0
1700294400000,2023-11-18 08:00:00,DAI/USD,0.99921,1.00064,0.99921,1.00064,1499.2278,1500.187305792
1700290800000,2023-11-18 07:00:00,DAI/USD,0.99921,0.99921,0.99921,0.99921,0.0,0.0
1700287200000,2023-11-18 06:00:00,DAI/USD,0.99921,0.99921,0.99921,0.99921,0.0,0.0
1700283600000,2023-11-18 05:00:00,DAI/USD,0.99921,0.99921,0.99921,0.99921,0.0,0.0
1700280000000,2023-11-18 04:00:00,DAI/USD,0.99921,0.99921,0.99921,0.99921,0.0,0.0
1700276400000,2023-11-18 03:00:00,DAI/USD,0.99921,0.99921,0.99921,0.99921,0.0,0.0
1700272800000,2023-11-18 02:00:00,DAI/USD,0.99921,0.99921,0.99921,0.99921,0.0,0.0
1700269200000,2023-11-18 01:00:00,DAI/USD,1.00064,1.00064,0.99921,0.99921,1580.0,1578.7518
1700265600000,2023-11-18 00:00:00,DAI/USD,1.00064,1.00064,1.00064,1.00064,0.0,0.0
1700262000000,2023-11-17 23:00:00,DAI/USD,0.99999,1.00064,0.99999,1.00064,4997.409672,5000.608014190079
1700258400000,2023-11-17 22:00:00,DAI/USD,0.99999,0.99999,0.99999,0.99999,0.0,0.0
1700254800000,2023-11-17 21:00:00,DAI/USD,0.99999,0.99999,0.99999,0.99999,0.0,0.0
1700251200000,2023-11-17 20:00:00,DAI/USD,0.99999,0.99999,0.99999,0.99999,0.0,0.0
1700247600000,2023-11-17 19:00:00,DAI/USD,0.99999,0.99999,0.99999,0.99999,0.0,0.0
1700244000000,2023-11-17 18:00:00,DAI/USD,0.9997,0.99999,0.9997,0.99999,24011.209012,24010.96889990988
1700240400000,2023-11-17 17:00:00,DAI/USD,0.99968,0.9997,0.99968,0.9997,40.599183,40.5870032451
1700236800000,2023-11-17 16:00:00,DAI/USD,0.9999,0.9999,0.99919,0.99968,23503.352066,23495.83099333888
1700233200000,2023-11-17 15:00:00,DAI/USD,1.00038,1.00038,0.9999,0.9999,14.109569,14.108158043100001
1700229600000,2023-11-17 14:00:00,DAI/USD,0.99941,1.00038,0.9993,1.00038,1591.737602,1592.34246228876
1700226000000,2023-11-17 13:00:00,DAI/USD,0.99655,0.99941,0.99655,0.99941,47.799205,47.77100346905
1700222400000,2023-11-17 12:00:00,DAI/USD,0.99655,0.99655,0.99655,0.99655,0.0,0.0
1700218800000,2023-11-17 11:00:00,DAI/USD,0.99655,0.99655,0.99655,0.99655,0.0,0.0
1700215200000,2023-11-17 10:00:00,DAI/USD,0.9999,1.0,0.99655,0.99655,31803.8606,31694.13728093
1700211600000,2023-11-17 09:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700208000000,2023-11-17 08:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700204400000,2023-11-17 07:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.50005,0.499999995
1700200800000,2023-11-17 06:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1700197200000,2023-11-17 05:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,9.989013,9.9880140987
1700193600000,2023-11-17 04:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,7.980798,7.9799999202
1700190000000,2023-11-17 03:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,0.0,0.0
