https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAT,Volume USD
1707638400000,2024-02-11 08:00:00,BAT/USD,0.22685,0.23619,0.22685,0.23619,4457.73706,1052.8729162014001
1707634800000,2024-02-11 07:00:00,BAT/USD,0.22709,0.228,0.22623,0.22685,58.25311,13.2147180035
1707631200000,2024-02-11 06:00:00,BAT/USD,0.23124,0.23124,0.22709,0.22709,8.753109,1.98774352281
1707627600000,2024-02-11 05:00:00,BAT/USD,0.22266,0.23124,0.22266,0.23124,414.032302,95.74082951448
1707624000000,2024-02-11 04:00:00,BAT/USD,0.23292,0.23305,0.22017,0.22266,8514.745802,1895.89330027332
1707620400000,2024-02-11 03:00:00,BAT/USD,0.22398,0.23292,0.22398,0.23292,858.789379,200.02922215668
1707616800000,2024-02-11 02:00:00,BAT/USD,0.22438,0.2259,0.22398,0.22398,268.638005,60.16954035990001
1707613200000,2024-02-11 01:00:00,BAT/USD,0.22438,0.22438,0.22438,0.22438,0.0,0.0
1707609600000,2024-02-11 00:00:00,BAT/USD,0.22438,0.22438,0.22438,0.22438,0.0,0.0
1707606000000,2024-02-10 23:00:00,BAT/USD,0.23307,0.23307,0.22266,0.22438,538.82,120.9004316
1707602400000,2024-02-10 22:00:00,BAT/USD,0.22391,0.23307,0.22315,0.23307,533.584564,124.36255433148
1707598800000,2024-02-10 21:00:00,BAT/USD,0.22777,0.22855,0.22391,0.22391,1293.702479,289.67292207289
1707595200000,2024-02-10 20:00:00,BAT/USD,0.22197,0.22777,0.22197,0.22777,565.831268,128.87938791236002
1707591600000,2024-02-10 19:00:00,BAT/USD,0.21941,0.22197,0.21941,0.22197,313.112427,69.50156542119001
1707588000000,2024-02-10 18:00:00,BAT/USD,0.22343,0.22404,0.21881,0.21941,145.696654,31.967302854139998
1707584400000,2024-02-10 17:00:00,BAT/USD,0.22679,0.22679,0.22142,0.22343,500.076837,111.73216769091
1707580800000,2024-02-10 16:00:00,BAT/USD,0.2248,0.22679,0.21871,0.22679,27475.799392,6231.23654411168
1707577200000,2024-02-10 15:00:00,BAT/USD,0.22214,0.22679,0.22214,0.2248,142.667463,32.071645682399996
1707573600000,2024-02-10 14:00:00,BAT/USD,0.22186,0.22214,0.22186,0.22214,102.939282,22.86693210348
1707570000000,2024-02-10 13:00:00,BAT/USD,0.22012,0.22237,0.22012,0.22186,74.782634,16.59127517924
1707566400000,2024-02-10 12:00:00,BAT/USD,0.22273,0.22677,0.21727,0.22012,1255.716329,276.40827833948003
1707562800000,2024-02-10 11:00:00,BAT/USD,0.22741,0.22741,0.21201,0.22273,75688.997408,16858.21039268384
1707559200000,2024-02-10 10:00:00,BAT/USD,0.2237,0.22741,0.22264,0.22741,150.031965,34.118769160650004
1707555600000,2024-02-10 09:00:00,BAT/USD,0.22543,0.22543,0.22272,0.2237,4144.50016,927.1246857919999
1707552000000,2024-02-10 08:00:00,BAT/USD,0.22543,0.22543,0.22543,0.22543,0.0,0.0
1707548400000,2024-02-10 07:00:00,BAT/USD,0.22543,0.22543,0.22543,0.22543,0.0,0.0
1707544800000,2024-02-10 06:00:00,BAT/USD,0.22431,0.22543,0.22431,0.22543,273.950195,61.75659245885
1707541200000,2024-02-10 05:00:00,BAT/USD,0.22352,0.22431,0.22352,0.22431,85.899591,19.26813725721
1707537600000,2024-02-10 04:00:00,BAT/USD,0.22258,0.22776,0.22258,0.22352,3027.918533,676.80035049616
1707534000000,2024-02-10 03:00:00,BAT/USD,0.22674,0.22679,0.22258,0.22258,10065.366109,2240.34918854122
1707530400000,2024-02-10 02:00:00,BAT/USD,0.22674,0.22674,0.22674,0.22674,35.9127,8.142845598000001
1707526800000,2024-02-10 01:00:00,BAT/USD,0.22734,0.22734,0.22673,0.22674,245.69162,55.7081179188
1707523200000,2024-02-10 00:00:00,BAT/USD,0.23141,0.23151,0.22672,0.22734,1731.205405,393.57223677269997
1707519600000,2024-02-09 23:00:00,BAT/USD,0.22615,0.23141,0.22503,0.23141,4204.458996,972.9538562643601
1707516000000,2024-02-09 22:00:00,BAT/USD,0.22577,0.22623,0.22577,0.22615,12.637338,2.8579339886999997
1707512400000,2024-02-09 21:00:00,BAT/USD,0.22596,0.22856,0.22503,0.22577,1169.871243,264.12183053211
1707508800000,2024-02-09 20:00:00,BAT/USD,0.22602,0.22752,0.22596,0.22596,57.8931,13.081524876
1707505200000,2024-02-09 19:00:00,BAT/USD,0.22971,0.23077,0.22602,0.22602,369.991739,83.62553284878
1707501600000,2024-02-09 18:00:00,BAT/USD,0.22533,0.22971,0.22533,0.22971,109.598326,25.17583146546
1707498000000,2024-02-09 17:00:00,BAT/USD,0.2293,0.2293,0.22503,0.22533,650.549476,146.58831342708
1707494400000,2024-02-09 16:00:00,BAT/USD,0.22541,0.2293,0.22503,0.2293,1376.133775,315.5474746075
1707490800000,2024-02-09 15:00:00,BAT/USD,0.22595,0.22657,0.22453,0.22541,74.877382,16.87811067662
1707487200000,2024-02-09 14:00:00,BAT/USD,0.22855,0.22855,0.22594,0.22595,56.593829,12.78737566255
1707483600000,2024-02-09 13:00:00,BAT/USD,0.22855,0.22855,0.22855,0.22855,0.0,0.0
1707480000000,2024-02-09 12:00:00,BAT/USD,0.22423,0.22855,0.22423,0.22855,2057.871291,470.32648355805
1707476400000,2024-02-09 11:00:00,BAT/USD,0.22297,0.22776,0.22297,0.22423,238.101536,53.38950741728001
1707472800000,2024-02-09 10:00:00,BAT/USD,0.22775,0.22776,0.22284,0.22297,784.69103,174.9625589591
1707469200000,2024-02-09 09:00:00,BAT/USD,0.22282,0.22775,0.22282,0.22775,102.708606,23.3918850165
1707465600000,2024-02-09 08:00:00,BAT/USD,0.22115,0.22282,0.22115,0.22282,64.563,14.38592766
1707462000000,2024-02-09 07:00:00,BAT/USD,0.22106,0.22342,0.22086,0.22115,203.209914,44.939872481100004
1707458400000,2024-02-09 06:00:00,BAT/USD,0.22294,0.22363,0.22106,0.22106,124.248208,27.46630886048
1707454800000,2024-02-09 05:00:00,BAT/USD,0.2233,0.2233,0.2219,0.22294,63.40318,14.1351049492
1707451200000,2024-02-09 04:00:00,BAT/USD,0.22317,0.2233,0.22021,0.2233,1393.661849,311.2046908817
1707447600000,2024-02-09 03:00:00,BAT/USD,0.22705,0.22776,0.22243,0.22317,241.473616,53.88966688272
1707444000000,2024-02-09 02:00:00,BAT/USD,0.22201,0.22705,0.22201,0.22705,462.640521,105.04253029304999
1707440400000,2024-02-09 01:00:00,BAT/USD,0.22158,0.22337,0.22134,0.22201,4798.68699,1065.3564986499
1707436800000,2024-02-09 00:00:00,BAT/USD,0.22041,0.226,0.22041,0.22158,383.410063,84.95600175954
1707433200000,2024-02-08 23:00:00,BAT/USD,0.21969,0.22041,0.21964,0.22041,6.03,1.3290723
1707429600000,2024-02-08 22:00:00,BAT/USD,0.2189,0.21969,0.2189,0.21969,90.385,19.85668065
1707426000000,2024-02-08 21:00:00,BAT/USD,0.223,0.223,0.2189,0.2189,2500.0,547.25
1707422400000,2024-02-08 20:00:00,BAT/USD,0.21883,0.223,0.21883,0.223,21.38,4.76774
1707418800000,2024-02-08 19:00:00,BAT/USD,0.21902,0.21902,0.21804,0.21883,173.630474,37.99555662542
1707415200000,2024-02-08 18:00:00,BAT/USD,0.21842,0.21902,0.21835,0.21902,172.890244,37.86642124088
