https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1704052800000,2023-12-31 20:00:00,AAVE/USD,114.5097,114.5097,112.3565,112.3974,29.451282,3310.2475234668
1704049200000,2023-12-31 19:00:00,AAVE/USD,114.3827,114.5097,112.921,114.5097,9.372751,1073.2709051846998
1704045600000,2023-12-31 18:00:00,AAVE/USD,114.7701,114.7701,113.6774,114.3827,2.11359,241.758130893
1704042000000,2023-12-31 17:00:00,AAVE/USD,114.2961,115.9401,114.0586,114.7701,7.462954,856.5239768754
1704038400000,2023-12-31 16:00:00,AAVE/USD,116.8442,116.9236,113.9278,114.2961,10.184459,1164.0439443099
1704034800000,2023-12-31 15:00:00,AAVE/USD,116.854,117.122,116.2051,116.8442,2.160385,252.42845701700003
1704031200000,2023-12-31 14:00:00,AAVE/USD,116.8442,117.7273,115.2077,116.854,15.003094,1753.171546276
1704027600000,2023-12-31 13:00:00,AAVE/USD,116.2051,118.617,114.5226,116.8442,25.457689,2974.5833050538
1704024000000,2023-12-31 12:00:00,AAVE/USD,116.3802,117.8663,115.8556,116.2051,6.422329,746.3073836779
1704020400000,2023-12-31 11:00:00,AAVE/USD,115.0851,117.7179,114.3137,116.3802,16.554026,1926.5608566852002
1704016800000,2023-12-31 10:00:00,AAVE/USD,114.7701,115.1588,114.7701,115.0851,2.292258,263.8047411558
1704013200000,2023-12-31 09:00:00,AAVE/USD,112.5876,114.7701,112.5876,114.7701,22.494643,2581.7124265743
1704009600000,2023-12-31 08:00:00,AAVE/USD,113.268,113.78,112.5876,112.5876,1.70001,191.400045876
1704006000000,2023-12-31 07:00:00,AAVE/USD,111.4513,113.9966,111.4513,113.268,9.726366,1101.686024088
1704002400000,2023-12-31 06:00:00,AAVE/USD,112.3565,112.8459,109.4638,111.4513,79.486411,8858.8638382843
1703998800000,2023-12-31 05:00:00,AAVE/USD,112.7575,112.7575,112.3565,112.3565,1.334702,149.962445263
1703995200000,2023-12-31 04:00:00,AAVE/USD,114.7701,114.7701,112.7575,112.7575,4.26674,481.10693555
1703991600000,2023-12-31 03:00:00,AAVE/USD,114.3827,114.7701,113.7354,114.7701,45.099282,5176.0491050682
1703988000000,2023-12-31 02:00:00,AAVE/USD,114.7701,115.6789,113.5433,114.3827,9.330413,1067.2378310551
1703984400000,2023-12-31 01:00:00,AAVE/USD,113.4884,115.1587,113.4884,114.7701,16.427835,1885.4242657335
1703980800000,2023-12-31 00:00:00,AAVE/USD,111.0751,114.9998,110.7002,113.4884,18.499812,2099.5140641808
1703977200000,2023-12-30 23:00:00,AAVE/USD,112.0856,112.6967,111.0751,111.0751,4.353806,483.5994368306
1703973600000,2023-12-30 22:00:00,AAVE/USD,111.5712,112.4651,111.4072,112.0856,10.376915,1163.102743924
1703970000000,2023-12-30 21:00:00,AAVE/USD,111.5712,111.5712,111.5712,111.5712,0.0,0.0
1703966400000,2023-12-30 20:00:00,AAVE/USD,110.7008,111.5712,109.4638,111.5712,8.093771,903.0317429952
1703962800000,2023-12-30 19:00:00,AAVE/USD,111.3302,111.3302,109.6423,110.7008,8.342205,923.488767264
1703959200000,2023-12-30 18:00:00,AAVE/USD,109.9541,111.3302,109.9541,111.3302,1.661148,184.9359390696
1703955600000,2023-12-30 17:00:00,AAVE/USD,110.7669,111.5186,109.9541,109.9541,2.770793,304.6600506013
1703952000000,2023-12-30 16:00:00,AAVE/USD,111.5186,112.6555,109.9542,110.7669,14.778926,1637.0158183494002
1703948400000,2023-12-30 15:00:00,AAVE/USD,110.0,111.5186,110.0,111.5186,3.675591,409.89676249260003
1703944800000,2023-12-30 14:00:00,AAVE/USD,111.263,111.263,110.0,110.0,12.394215,1363.36365
1703941200000,2023-12-30 13:00:00,AAVE/USD,111.85,111.85,111.263,111.263,5.707765,635.063057195
1703937600000,2023-12-30 12:00:00,AAVE/USD,113.3515,113.3515,111.85,111.85,18.417988,2060.0519578
1703934000000,2023-12-30 11:00:00,AAVE/USD,113.3515,113.3515,113.3515,113.3515,0.0,0.0
1703930400000,2023-12-30 10:00:00,AAVE/USD,113.804,113.9966,113.3515,113.3515,0.849618,96.305474727
1703926800000,2023-12-30 09:00:00,AAVE/USD,113.4884,114.1895,113.0976,113.804,1.383229,157.41699311600001
1703923200000,2023-12-30 08:00:00,AAVE/USD,114.8136,114.8136,113.4884,113.4884,6.122187,694.7972071308001
1703919600000,2023-12-30 07:00:00,AAVE/USD,116.1141,116.3329,114.8136,114.8136,3.972553,456.10311112079995
1703916000000,2023-12-30 06:00:00,AAVE/USD,115.9402,116.1141,115.9402,116.1141,0.349987,40.638425516699996
1703912400000,2023-12-30 05:00:00,AAVE/USD,113.4199,115.9402,113.4199,115.9402,9.265026,1074.1889674452002
1703908800000,2023-12-30 04:00:00,AAVE/USD,112.8009,113.6118,111.85,113.4199,11.195131,1269.7506385069
1703905200000,2023-12-30 03:00:00,AAVE/USD,111.7948,112.8009,111.7948,112.8009,101.00307,11393.237198763
1703901600000,2023-12-30 02:00:00,AAVE/USD,113.6118,113.9371,111.7948,111.7948,16.834399,1881.9982693252
1703898000000,2023-12-30 01:00:00,AAVE/USD,111.8962,113.6118,111.8962,113.6118,6.450827,732.8900669586001
1703894400000,2023-12-30 00:00:00,AAVE/USD,110.3267,111.8962,110.3267,111.8962,3.095407,346.36428075339995
1703890800000,2023-12-29 23:00:00,AAVE/USD,110.2066,111.5712,110.1401,110.3267,6.578759,725.8127705653
1703887200000,2023-12-29 22:00:00,AAVE/USD,111.0751,111.0751,108.7409,110.2066,8.394129,925.0884170513999
1703883600000,2023-12-29 21:00:00,AAVE/USD,110.7669,112.2382,110.1265,111.0751,57.668138,6405.4941951638
1703880000000,2023-12-29 20:00:00,AAVE/USD,110.5798,110.7669,109.9542,110.7669,0.546896,60.57797454240001
1703876400000,2023-12-29 19:00:00,AAVE/USD,111.1175,111.1175,109.0282,110.5798,7.745854,856.5349861492
1703872800000,2023-12-29 18:00:00,AAVE/USD,111.1174,111.1175,111.1174,111.1175,0.2,22.2235
1703869200000,2023-12-29 17:00:00,AAVE/USD,109.9511,111.1175,107.144,111.1174,38.336837,4259.889651663801
1703865600000,2023-12-29 16:00:00,AAVE/USD,110.8875,112.0856,109.9511,109.9511,6.726678,739.6056454458
1703862000000,2023-12-29 15:00:00,AAVE/USD,113.6118,113.9,110.3621,110.8875,58.639038,6502.336326225
1703858400000,2023-12-29 14:00:00,AAVE/USD,112.4652,113.6118,112.4652,113.6118,6.770414,769.1989212852
1703854800000,2023-12-29 13:00:00,AAVE/USD,112.3577,112.4652,112.3577,112.4652,0.334537,37.623770612399994
1703851200000,2023-12-29 12:00:00,AAVE/USD,112.2752,112.3577,112.2752,112.3577,0.014412,1.6192991723999999
1703847600000,2023-12-29 11:00:00,AAVE/USD,111.4513,112.2752,111.4513,112.2752,1.896091,212.8839962432
1703844000000,2023-12-29 10:00:00,AAVE/USD,111.4513,111.4513,111.4513,111.4513,0.0,0.0
1703840400000,2023-12-29 09:00:00,AAVE/USD,110.0093,112.0856,109.398,111.4513,26.390377,2941.2418241401
1703836800000,2023-12-29 08:00:00,AAVE/USD,110.007,110.0093,109.583,110.0093,9.731019,1070.5025884766999
1703833200000,2023-12-29 07:00:00,AAVE/USD,111.8288,112.3577,109.0281,110.007,6.720166,739.265301162
1703829600000,2023-12-29 06:00:00,AAVE/USD,113.9114,113.9114,110.252,111.8288,169.261697,18928.3324614736
1703826000000,2023-12-29 05:00:00,AAVE/USD,113.8039,113.9116,113.8039,113.9114,2.175121,247.77107827939997
1703822400000,2023-12-29 04:00:00,AAVE/USD,113.0371,113.8039,111.4495,113.8039,61.262545,6971.916544925501
1703818800000,2023-12-29 03:00:00,AAVE/USD,112.8665,113.0371,112.8665,113.0371,0.34717,39.243090007
1703815200000,2023-12-29 02:00:00,AAVE/USD,112.2382,112.8665,109.9294,112.8665,14.294763,1613.3998681395
1703811600000,2023-12-29 01:00:00,AAVE/USD,113.8909,113.9278,109.4909,112.2382,280.358628,31466.947761189604
1703808000000,2023-12-29 00:00:00,AAVE/USD,118.9,121.0,113.1939,113.8909,154.757342,17625.4529619878
1703804400000,2023-12-28 23:00:00,AAVE/USD,119.9275,121.47,118.7248,118.9,24.737202,2941.2533178000003
1703800800000,2023-12-28 22:00:00,AAVE/USD,117.917,120.1305,115.3722,119.9275,600.825072,72055.44882228
1703797200000,2023-12-28 21:00:00,AAVE/USD,117.3205,119.1192,113.9525,117.917,87.531448,10321.445753816
1703793600000,2023-12-28 20:00:00,AAVE/USD,117.519,117.519,116.2628,117.3205,3.564913,418.2373756165
1703790000000,2023-12-28 19:00:00,AAVE/USD,116.3327,117.519,115.6814,117.519,8.687756,1020.976397364
1703786400000,2023-12-28 18:00:00,AAVE/USD,116.7268,116.7268,115.6746,116.3327,1.928377,224.3333030279
1703782800000,2023-12-28 17:00:00,AAVE/USD,116.8285,117.3205,115.3335,116.7268,18.246213,2129.8220556084
1703779200000,2023-12-28 16:00:00,AAVE/USD,113.9931,116.8285,112.7576,116.8285,44.751799,5228.2855494715
1703775600000,2023-12-28 15:00:00,AAVE/USD,114.3939,114.5097,112.4779,113.9931,59.234587,6752.3341993497
1703772000000,2023-12-28 14:00:00,AAVE/USD,117.7841,117.7841,114.3939,114.3939,341.31389,39044.227001271
1703768400000,2023-12-28 13:00:00,AAVE/USD,115.7866,117.7841,114.6408,117.7841,30.790039,3626.5770325799
1703764800000,2023-12-28 12:00:00,AAVE/USD,120.2612,122.1768,115.7866,115.7866,39.616018,4587.0040297588
1703761200000,2023-12-28 11:00:00,AAVE/USD,120.9619,120.9619,120.2612,120.2612,0.050929,6.124782654800001
1703757600000,2023-12-28 10:00:00,AAVE/USD,120.2355,121.1503,119.9282,120.9619,6.590135,797.1552508565001
1703754000000,2023-12-28 09:00:00,AAVE/USD,119.3213,120.2355,119.2489,120.2355,1.629145,195.8810636475
1703750400000,2023-12-28 08:00:00,AAVE/USD,120.6686,122.0816,119.3213,119.3213,9.274639,1106.6619825107
1703746800000,2023-12-28 07:00:00,AAVE/USD,122.3117,122.3117,120.6686,120.6686,8.273414,998.3412846004001
1703743200000,2023-12-28 06:00:00,AAVE/USD,125.1051,125.3166,122.3117,122.3117,18.476094,2259.8424664998
1703739600000,2023-12-28 05:00:00,AAVE/USD,125.5288,125.9814,124.3972,125.1051,19.417963,2429.2862029113
1703736000000,2023-12-28 04:00:00,AAVE/USD,124.8266,129.8016,123.5586,125.5288,205.391948,25782.6047621024
1703732400000,2023-12-28 03:00:00,AAVE/USD,123.5588,126.0493,122.9337,124.8266,337.043077,42071.941355448194
1703728800000,2023-12-28 02:00:00,AAVE/USD,122.1052,125.0,121.6929,123.5588,167.73383,20724.990754204002
1703725200000,2023-12-28 01:00:00,AAVE/USD,121.8581,124.2171,119.8553,122.1052,49.452698,6038.431579829599
1703721600000,2023-12-28 00:00:00,AAVE/USD,112.018,124.489,112.018,121.8581,135.426021,16502.757609620097
1703718000000,2023-12-27 23:00:00,AAVE/USD,110.9544,113.2725,110.9544,112.018,32.705347,3663.5875602460005
1703714400000,2023-12-27 22:00:00,AAVE/USD,111.6597,111.6597,108.3427,110.9544,40.227325,4463.39870898
1703710800000,2023-12-27 21:00:00,AAVE/USD,110.1417,111.6597,110.1417,111.6597,9.707343,1083.9190071771
1703707200000,2023-12-27 20:00:00,AAVE/USD,110.6785,110.7669,110.1417,110.1417,0.405342,44.645056961399995
1703703600000,2023-12-27 19:00:00,AAVE/USD,109.0418,110.6785,109.0418,110.6785,5.943468,657.814123038
1703700000000,2023-12-27 18:00:00,AAVE/USD,110.0204,110.0204,108.8444,109.0418,3.353743,365.6981734574
1703696400000,2023-12-27 17:00:00,AAVE/USD,112.01,112.01,109.3979,110.0204,38.856624,4275.021315129599
1703692800000,2023-12-27 16:00:00,AAVE/USD,109.8346,112.1774,109.8346,112.01,41.021422,4594.8094782200005
1703689200000,2023-12-27 15:00:00,AAVE/USD,109.5759,109.8484,108.6508,109.8346,163.425356,17949.758606117597
1703685600000,2023-12-27 14:00:00,AAVE/USD,107.2085,115.0851,107.2085,109.5759,80.259944,8794.5555977496
1703682000000,2023-12-27 13:00:00,AAVE/USD,107.2009,108.1761,107.2009,107.2085,2.17206,232.86329451
1703678400000,2023-12-27 12:00:00,AAVE/USD,106.7655,107.8423,106.7655,107.2009,2.345945,251.48741535050002
1703674800000,2023-12-27 11:00:00,AAVE/USD,106.0063,107.6288,106.0063,106.7655,9.103039,971.8905103545001
1703671200000,2023-12-27 10:00:00,AAVE/USD,106.6187,106.9033,105.8559,106.0063,5.583847,591.9229602360999
1703667600000,2023-12-27 09:00:00,AAVE/USD,104.5164,106.6187,104.0187,106.6187,19.49679,2078.7224039730004
1703664000000,2023-12-27 08:00:00,AAVE/USD,101.445,106.217,101.445,104.5164,68.037189,7111.0020603996
1703660400000,2023-12-27 07:00:00,AAVE/USD,101.7826,101.7826,100.8681,101.445,1.175797,119.278726665
1703656800000,2023-12-27 06:00:00,AAVE/USD,100.2506,101.7826,100.1999,101.7826,61.973545,6307.828541317001
1703653200000,2023-12-27 05:00:00,AAVE/USD,100.2988,100.2988,100.2506,100.2506,0.056966,5.710875679600001
1703649600000,2023-12-27 04:00:00,AAVE/USD,100.2988,100.2988,100.2988,100.2988,0.0,0.0
1703646000000,2023-12-27 03:00:00,AAVE/USD,102.4906,103.0999,100.2988,100.2988,29.778543,2986.7521286484
1703642400000,2023-12-27 02:00:00,AAVE/USD,102.4906,102.4906,102.4906,102.4906,0.0,0.0
1703638800000,2023-12-27 01:00:00,AAVE/USD,102.8,102.8,102.4906,102.4906,0.03953,4.051453418
1703635200000,2023-12-27 00:00:00,AAVE/USD,102.9378,102.9378,102.7605,102.8,0.67242,69.124776
1703631600000,2023-12-26 23:00:00,AAVE/USD,102.4906,103.1,102.4906,102.9378,0.813956,83.78683993679999
1703628000000,2023-12-26 22:00:00,AAVE/USD,102.4906,102.4906,102.4906,102.4906,0.0,0.0
1703624400000,2023-12-26 21:00:00,AAVE/USD,101.9606,104.6319,101.9606,102.4906,17.078664,1750.4025205584
1703620800000,2023-12-26 20:00:00,AAVE/USD,101.7884,102.189,101.2176,101.9606,4.566598,465.6130720388
1703617200000,2023-12-26 19:00:00,AAVE/USD,101.0,101.7884,101.0,101.7884,1.075137,109.4364750108
1703613600000,2023-12-26 18:00:00,AAVE/USD,101.1326,101.7286,101.0,101.0,31.565846,3188.150446
1703610000000,2023-12-26 17:00:00,AAVE/USD,105.1112,105.467,101.1326,101.1326,26.373012,2667.1712733912
1703606400000,2023-12-26 16:00:00,AAVE/USD,105.7607,105.9484,104.5164,105.1112,6.241095,656.0089847639999
1703602800000,2023-12-26 15:00:00,AAVE/USD,105.9348,105.9348,105.7607,105.7607,0.851573,90.0629565811
1703599200000,2023-12-26 14:00:00,AAVE/USD,107.3823,108.2446,105.9348,105.9348,149.581129,15845.8469843892
1703595600000,2023-12-26 13:00:00,AAVE/USD,105.5818,107.3823,105.2007,107.3823,52.483423,5635.7906736129
1703592000000,2023-12-26 12:00:00,AAVE/USD,100.5201,109.2171,100.5201,105.5818,109.708789,11583.251418440199
1703588400000,2023-12-26 11:00:00,AAVE/USD,100.0176,100.5201,100.0176,100.5201,1.571111,157.92823483109999
1703584800000,2023-12-26 10:00:00,AAVE/USD,99.1804,100.0176,99.1804,100.0176,1.270256,127.04795650560001
1703581200000,2023-12-26 09:00:00,AAVE/USD,99.7447,99.9134,99.1804,99.1804,1.21864,120.86520265600001
1703577600000,2023-12-26 08:00:00,AAVE/USD,99.7447,99.7447,99.7447,99.7447,0.0,0.0
1703574000000,2023-12-26 07:00:00,AAVE/USD,99.1804,99.7447,99.0128,99.7447,52.30689,5217.335050983
1703570400000,2023-12-26 06:00:00,AAVE/USD,99.6605,99.6605,99.1803,99.1804,3.328429,330.1149195916
1703566800000,2023-12-26 05:00:00,AAVE/USD,102.244,102.8061,99.5162,99.6605,114.93602,11454.581221209999
1703563200000,2023-12-26 04:00:00,AAVE/USD,102.5904,103.4274,102.244,102.244,3.533394,361.268336136
1703559600000,2023-12-26 03:00:00,AAVE/USD,103.75,103.7537,102.5904,102.5904,17.047847,1748.9454428688002
1703556000000,2023-12-26 02:00:00,AAVE/USD,102.5553,103.7537,101.9409,103.75,139.965616,14521.43266
1703552400000,2023-12-26 01:00:00,AAVE/USD,102.244,102.8064,101.5551,102.5553,6.053959,620.8655814327
1703548800000,2023-12-26 00:00:00,AAVE/USD,102.244,102.244,102.244,102.244,0.0,0.0
1703545200000,2023-12-25 23:00:00,AAVE/USD,102.0713,102.8259,102.0713,102.244,4.562305,466.46831242
1703541600000,2023-12-25 22:00:00,AAVE/USD,101.1179,102.244,101.1179,102.0713,1.40021,142.92125497299998
1703538000000,2023-12-25 21:00:00,AAVE/USD,100.3427,101.1179,100.3427,101.1179,0.53205,53.79977869500001
1703534400000,2023-12-25 20:00:00,AAVE/USD,101.3247,101.8817,100.3427,100.3427,2.226184,223.38131325679998
1703530800000,2023-12-25 19:00:00,AAVE/USD,102.0427,102.3431,101.3247,101.3247,3.568781,361.6056641907
1703527200000,2023-12-25 18:00:00,AAVE/USD,102.0427,102.665,102.0427,102.0427,12.04754,1229.363509958
1703523600000,2023-12-25 17:00:00,AAVE/USD,100.4137,102.0427,100.4137,102.0427,2.579904,263.2603699008
1703520000000,2023-12-25 16:00:00,AAVE/USD,100.6623,101.4228,100.4137,100.4137,2.517785,252.82010765450002
1703516400000,2023-12-25 15:00:00,AAVE/USD,101.1931,101.3853,99.0724,100.6623,12.085354,1216.5395299542001
1703512800000,2023-12-25 14:00:00,AAVE/USD,100.5201,101.1931,100.5201,101.1931,5.180844,524.2656649764
1703509200000,2023-12-25 13:00:00,AAVE/USD,100.5201,100.5201,100.5201,100.5201,0.0,0.0
1703505600000,2023-12-25 12:00:00,AAVE/USD,99.757,100.5201,99.757,100.5201,4.187181,420.8958528381
1703502000000,2023-12-25 11:00:00,AAVE/USD,100.6623,100.6623,99.1255,99.757,2.279177,227.363859989
1703498400000,2023-12-25 10:00:00,AAVE/USD,100.1152,100.6623,99.9866,100.6623,1.161589,116.9282203947
1703494800000,2023-12-25 09:00:00,AAVE/USD,102.4906,102.4906,100.1152,100.1152,7.013693,702.1772774336
1703491200000,2023-12-25 08:00:00,AAVE/USD,103.1804,104.109,102.4906,102.4906,2.018379,206.8648747374
1703487600000,2023-12-25 07:00:00,AAVE/USD,104.3396,104.3396,103.1804,103.1804,0.428918,44.2559308072
1703484000000,2023-12-25 06:00:00,AAVE/USD,103.2953,104.3396,103.2953,104.3396,4.079819,425.68668253239997
1703480400000,2023-12-25 05:00:00,AAVE/USD,103.2717,103.2953,103.2717,103.2953,9.50774,982.104855622
1703476800000,2023-12-25 04:00:00,AAVE/USD,101.0251,103.2717,101.0251,103.2717,10.58701,1093.3385206169999
1703473200000,2023-12-25 03:00:00,AAVE/USD,100.0175,101.0251,100.0175,101.0251,18.084078,1826.9457883578
1703469600000,2023-12-25 02:00:00,AAVE/USD,99.5176,100.0175,99.5176,100.0175,2.641644,264.21062876999997
1703466000000,2023-12-25 01:00:00,AAVE/USD,97.1984,99.5176,97.1984,99.5176,14.452636,1438.2916483936
1703462400000,2023-12-25 00:00:00,AAVE/USD,99.3209,99.7066,97.1424,97.1984,28.119972,2733.2162864448
1703458800000,2023-12-24 23:00:00,AAVE/USD,99.0201,99.3209,99.0201,99.3209,4.796154,476.35833181859994
1703455200000,2023-12-24 22:00:00,AAVE/USD,100.6271,100.6271,97.9497,99.0201,23.361754,2313.2832172554
1703451600000,2023-12-24 21:00:00,AAVE/USD,100.8598,100.8598,100.6271,100.6271,2.545074,256.1034159054
1703448000000,2023-12-24 20:00:00,AAVE/USD,102.0427,102.5553,100.8598,100.8598,10.800705,1089.3569461590002
1703444400000,2023-12-24 19:00:00,AAVE/USD,101.5327,102.0427,100.6312,102.0427,9.935756,1013.8713687812
1703440800000,2023-12-24 18:00:00,AAVE/USD,101.5327,101.5327,101.5327,101.5327,0.0,0.0
1703437200000,2023-12-24 17:00:00,AAVE/USD,101.3853,101.5327,101.3853,101.5327,0.397392,40.34828271840001
1703433600000,2023-12-24 16:00:00,AAVE/USD,100.8139,101.3853,100.8139,101.3853,0.058983,5.9800091499
1703430000000,2023-12-24 15:00:00,AAVE/USD,102.2712,102.2712,100.81,100.8139,20.021021,2018.3972089919002
1703426400000,2023-12-24 14:00:00,AAVE/USD,102.2718,102.2718,100.124,102.2712,1.090216,111.4976985792
1703422800000,2023-12-24 13:00:00,AAVE/USD,101.5327,102.2718,101.5327,102.2718,0.894753,91.5079998654
1703419200000,2023-12-24 12:00:00,AAVE/USD,101.5327,101.5327,101.5327,101.5327,0.326306,33.1307292062
1703415600000,2023-12-24 11:00:00,AAVE/USD,100.2625,101.5327,100.2625,101.5327,0.646131,65.60342498370001
1703412000000,2023-12-24 10:00:00,AAVE/USD,102.0427,102.0427,100.2625,100.2625,6.030376,604.6205737
1703408400000,2023-12-24 09:00:00,AAVE/USD,101.1326,102.0427,101.1326,102.0427,0.380811,38.8589826297
1703404800000,2023-12-24 08:00:00,AAVE/USD,101.8242,101.8242,101.1326,101.1326,0.964745,97.56717018699999
1703401200000,2023-12-24 07:00:00,AAVE/USD,102.0355,102.7018,101.8242,101.8242,5.283825,538.021253565
1703397600000,2023-12-24 06:00:00,AAVE/USD,100.124,102.0355,100.0,102.0355,80.953074,8260.087382127
1703394000000,2023-12-24 05:00:00,AAVE/USD,101.1532,101.1532,100.124,100.124,4.952466,495.860705784
1703390400000,2023-12-24 04:00:00,AAVE/USD,100.6623,101.1532,100.2626,101.1532,1.091363,110.3948598116
1703386800000,2023-12-24 03:00:00,AAVE/USD,100.6623,100.6623,100.6623,100.6623,0.0,0.0
1703383200000,2023-12-24 02:00:00,AAVE/USD,99.158,101.0251,98.4846,100.6623,9.6833,974.7432495899999
1703379600000,2023-12-24 01:00:00,AAVE/USD,99.0201,99.158,99.0201,99.158,1.55783,154.47130714
1703376000000,2023-12-24 00:00:00,AAVE/USD,98.2665,99.0201,98.2665,99.0201,0.413905,40.9849144905
1703372400000,2023-12-23 23:00:00,AAVE/USD,99.3,99.5176,97.6798,98.2665,5.359591,526.6682490014999
1703368800000,2023-12-23 22:00:00,AAVE/USD,99.3,99.3,99.3,99.3,0.0,0.0
1703365200000,2023-12-23 21:00:00,AAVE/USD,99.3,99.3,99.3,99.3,0.0,0.0
1703361600000,2023-12-23 20:00:00,AAVE/USD,97.9497,99.3,97.9497,99.3,10.95644,1087.974492
1703358000000,2023-12-23 19:00:00,AAVE/USD,98.137,98.137,97.9497,97.9497,1.362844,133.49016094680002
1703354400000,2023-12-23 18:00:00,AAVE/USD,98.2908,98.2908,98.137,98.137,0.100059,9.819490083
1703350800000,2023-12-23 17:00:00,AAVE/USD,97.1892,100.356,97.1892,98.2908,12.919099,1269.8285759892
1703347200000,2023-12-23 16:00:00,AAVE/USD,98.0327,98.5252,97.1762,97.1892,7.732812,751.5458120304
1703343600000,2023-12-23 15:00:00,AAVE/USD,98.0,98.0327,96.8295,98.0327,0.989036,96.9578694772
1703340000000,2023-12-23 14:00:00,AAVE/USD,96.8672,98.3564,96.8672,98.0,0.711947,69.770806
1703336400000,2023-12-23 13:00:00,AAVE/USD,97.1583,98.8486,96.6727,96.8672,34.771719,3368.2390587167997
1703332800000,2023-12-23 12:00:00,AAVE/USD,97.1583,97.1583,97.1583,97.1583,0.0,0.0
1703329200000,2023-12-23 11:00:00,AAVE/USD,98.0327,99.5176,97.1583,97.1583,27.346062,2656.8968956146
1703325600000,2023-12-23 10:00:00,AAVE/USD,98.0327,98.0327,98.0327,98.0327,0.0,0.0
1703322000000,2023-12-23 09:00:00,AAVE/USD,97.1583,98.0327,97.1583,98.0327,0.238624,23.3929550048
1703318400000,2023-12-23 08:00:00,AAVE/USD,97.6464,98.05,97.1583,97.1583,0.416931,40.5083071773
1703314800000,2023-12-23 07:00:00,AAVE/USD,98.04,98.04,97.6464,97.6464,1.979213,193.2630242832
1703311200000,2023-12-23 06:00:00,AAVE/USD,98.63,98.63,98.04,98.04,2.957841,289.98673164
1703307600000,2023-12-23 05:00:00,AAVE/USD,98.63,98.63,98.63,98.63,0.0,0.0
1703304000000,2023-12-23 04:00:00,AAVE/USD,99.1255,99.1255,98.63,98.63,0.452802,44.65986126
1703300400000,2023-12-23 03:00:00,AAVE/USD,98.5462,103.2747,98.4848,99.1255,56.788386,5629.177156443
1703296800000,2023-12-23 02:00:00,AAVE/USD,99.6235,99.6373,98.5462,98.5462,5.167752,509.2623221424
1703293200000,2023-12-23 01:00:00,AAVE/USD,101.5,101.5327,99.6235,99.6235,188.213305,18750.4681906675
1703289600000,2023-12-23 00:00:00,AAVE/USD,100.25,101.5326,100.25,101.5,49.926313,5067.5207695
1703286000000,2023-12-22 23:00:00,AAVE/USD,100.25,100.295,100.25,100.25,45.229776,4534.285044
1703282400000,2023-12-22 22:00:00,AAVE/USD,100.0176,100.25,98.7101,100.25,7.652588,767.1719469999999
1703278800000,2023-12-22 21:00:00,AAVE/USD,100.2189,100.2947,98.7102,100.0176,4.59912,459.992944512
1703275200000,2023-12-22 20:00:00,AAVE/USD,98.7101,100.2189,98.7101,100.2189,0.993543,99.5717865627
1703271600000,2023-12-22 19:00:00,AAVE/USD,100.2189,100.2189,98.7101,98.7101,0.961943,94.9534897243
1703268000000,2023-12-22 18:00:00,AAVE/USD,100.0176,100.2189,100.0176,100.2189,1.126108,112.85730504120002
1703264400000,2023-12-22 17:00:00,AAVE/USD,100.0176,100.0176,100.0175,100.0176,0.780084,78.0221294784
1703260800000,2023-12-22 16:00:00,AAVE/USD,99.3968,100.0176,98.6767,100.0176,0.584033,58.413578980800004
1703257200000,2023-12-22 15:00:00,AAVE/USD,99.9,99.9,98.63,99.3968,4.718268,468.98074074240003
1703253600000,2023-12-22 14:00:00,AAVE/USD,100.2948,100.2948,99.1255,99.9,100.339874,10023.9534126
1703250000000,2023-12-22 13:00:00,AAVE/USD,99.9615,100.2948,98.6301,100.2948,8.240013,826.4304558323998
1703246400000,2023-12-22 12:00:00,AAVE/USD,99.9615,99.9615,99.9615,99.9615,0.0,0.0
1703242800000,2023-12-22 11:00:00,AAVE/USD,99.9615,99.9615,99.9615,99.9615,0.0,0.0
1703239200000,2023-12-22 10:00:00,AAVE/USD,99.9615,99.9615,99.9615,99.9615,0.0,0.0
1703235600000,2023-12-22 09:00:00,AAVE/USD,99.5176,99.9615,99.5176,99.9615,0.039915,3.9899632725
1703232000000,2023-12-22 08:00:00,AAVE/USD,99.5173,99.5176,99.5173,99.5176,0.34158,33.993221808
1703228400000,2023-12-22 07:00:00,AAVE/USD,99.9616,99.9616,98.63,99.5173,0.842005,83.79406418650001
1703224800000,2023-12-22 06:00:00,AAVE/USD,99.9616,99.9616,99.9616,99.9616,0.48326,48.307442816000005
1703221200000,2023-12-22 05:00:00,AAVE/USD,99.5176,99.9616,98.6301,99.9616,53.432199,5341.1681035584
1703217600000,2023-12-22 04:00:00,AAVE/USD,101.135,101.135,98.2755,99.5176,20.677132,2057.7385515232
1703214000000,2023-12-22 03:00:00,AAVE/USD,101.1491,101.1491,101.135,101.135,0.014111,1.4271159850000001
1703210400000,2023-12-22 02:00:00,AAVE/USD,102.1601,102.9578,101.1491,101.1491,62.830519,6355.2504493829
1703206800000,2023-12-22 01:00:00,AAVE/USD,101.1491,102.9577,101.1491,102.1601,73.068791,7464.714995439101
1703203200000,2023-12-22 00:00:00,AAVE/USD,100.8132,101.1491,100.8132,101.1491,0.400661,40.5264995551
1703199600000,2023-12-21 23:00:00,AAVE/USD,100.0176,100.8132,98.9103,100.8132,33.125433,3339.4809021155997
