https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1707692400000,2024-02-11 23:00:00,AAVE/USD,86.2501,87.3466,86.2501,87.2944,0.551633,48.1544717552
1707688800000,2024-02-11 22:00:00,AAVE/USD,88.1983,88.1983,86.2501,86.2501,4.469768,385.51793697680006
1707685200000,2024-02-11 21:00:00,AAVE/USD,88.1983,88.1983,88.1983,88.1983,0.0,0.0
1707681600000,2024-02-11 20:00:00,AAVE/USD,88.1983,88.1983,88.1983,88.1983,0.0,0.0
1707678000000,2024-02-11 19:00:00,AAVE/USD,87.0204,88.1983,87.0204,88.1983,0.055188,4.8674877804
1707674400000,2024-02-11 18:00:00,AAVE/USD,87.0204,87.0204,87.0158,87.0204,10.387,903.8808948
1707670800000,2024-02-11 17:00:00,AAVE/USD,87.7989,88.2399,86.25,87.0204,17.760747,1545.5473082387998
1707667200000,2024-02-11 16:00:00,AAVE/USD,87.7989,87.7989,87.7989,87.7989,0.274073,24.0633079197
1707663600000,2024-02-11 15:00:00,AAVE/USD,89.8948,89.8948,86.25,87.7989,39.737302,3488.8914045678002
1707660000000,2024-02-11 14:00:00,AAVE/USD,88.3922,89.8948,88.3339,89.8948,1.119917,100.6747147316
1707656400000,2024-02-11 13:00:00,AAVE/USD,90.0108,90.0108,88.3922,88.3922,2.496207,220.6452283854
1707652800000,2024-02-11 12:00:00,AAVE/USD,89.92,90.0108,89.92,90.0108,0.03333,3.000059964
1707649200000,2024-02-11 11:00:00,AAVE/USD,89.92,89.92,89.92,89.92,0.0,0.0
1707645600000,2024-02-11 10:00:00,AAVE/USD,89.92,89.92,89.92,89.92,0.0,0.0
1707642000000,2024-02-11 09:00:00,AAVE/USD,89.92,89.92,89.92,89.92,0.0,0.0
1707638400000,2024-02-11 08:00:00,AAVE/USD,89.5766,89.92,89.5766,89.92,0.023797,2.13982624
1707634800000,2024-02-11 07:00:00,AAVE/USD,89.5766,89.5766,89.5766,89.5766,0.245312,21.9742148992
1707631200000,2024-02-11 06:00:00,AAVE/USD,88.3922,89.5766,88.3922,89.5766,0.891467,79.8545828722
1707627600000,2024-02-11 05:00:00,AAVE/USD,90.4783,91.6311,88.3922,88.3922,12.612035,1114.8055201270001
1707624000000,2024-02-11 04:00:00,AAVE/USD,90.4783,90.4783,90.4783,90.4783,0.0,0.0
1707620400000,2024-02-11 03:00:00,AAVE/USD,87.4529,90.4783,87.4529,90.4783,8.078122,730.8947457526001
1707616800000,2024-02-11 02:00:00,AAVE/USD,87.2439,88.2399,87.2439,87.4529,0.636389,55.6540635781
1707613200000,2024-02-11 01:00:00,AAVE/USD,87.8923,87.8923,87.2439,87.2439,1.294818,112.9649721102
1707609600000,2024-02-11 00:00:00,AAVE/USD,87.8923,88.9972,87.8923,87.8923,3.972974,349.19382270020003
1707606000000,2024-02-10 23:00:00,AAVE/USD,87.7989,88.9147,87.7989,87.8923,4.94566,434.68543241800006
1707602400000,2024-02-10 22:00:00,AAVE/USD,89.5942,89.5942,86.859,87.7989,27.733525,2434.9729881225003
1707598800000,2024-02-10 21:00:00,AAVE/USD,89.1289,93.9757,89.1289,89.5942,45.835489,4106.5939685638
1707595200000,2024-02-10 20:00:00,AAVE/USD,87.8923,89.1289,87.8923,89.1289,0.100586,8.9651195354
1707591600000,2024-02-10 19:00:00,AAVE/USD,87.8923,87.8923,87.8923,87.8923,0.0,0.0
