https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MANA,Volume USD
1698548400000,2023-10-29 03:00:00,MANA/USD,0.34643,0.3471,0.34592,0.34592,1393.336827,481.98307519584006
1698544800000,2023-10-29 02:00:00,MANA/USD,0.34425,0.34737,0.34425,0.34643,1972.575479,683.35932318997
1698541200000,2023-10-29 01:00:00,MANA/USD,0.35116,0.35116,0.34407,0.34425,20097.050621,6918.40967627925
1698537600000,2023-10-29 00:00:00,MANA/USD,0.35116,0.35116,0.35116,0.35116,0.0,0.0
1698534000000,2023-10-28 23:00:00,MANA/USD,0.35362,0.35362,0.34969,0.35116,1639.056648,575.57113251168
1698530400000,2023-10-28 22:00:00,MANA/USD,0.35362,0.35362,0.35362,0.35362,0.0,0.0
1698526800000,2023-10-28 21:00:00,MANA/USD,0.35033,0.35362,0.35033,0.35362,304.07091,107.52555519420001
1698523200000,2023-10-28 20:00:00,MANA/USD,0.35033,0.35033,0.35033,0.35033,0.0,0.0
1698519600000,2023-10-28 19:00:00,MANA/USD,0.34966,0.35033,0.34966,0.35033,66.7727,23.392479991
1698516000000,2023-10-28 18:00:00,MANA/USD,0.34731,0.34966,0.34711,0.34966,190.647613,66.66184436158001
1698512400000,2023-10-28 17:00:00,MANA/USD,0.34651,0.34731,0.34651,0.34731,165.327726,57.41997251706
1698508800000,2023-10-28 16:00:00,MANA/USD,0.34675,0.34675,0.34651,0.34651,2264.702869,784.74219113719
1698505200000,2023-10-28 15:00:00,MANA/USD,0.34679,0.34679,0.34592,0.34675,134.373141,46.593886641750004
1698501600000,2023-10-28 14:00:00,MANA/USD,0.34671,0.34679,0.34671,0.34679,282.12933,97.83963035069999
1698498000000,2023-10-28 13:00:00,MANA/USD,0.34407,0.34671,0.34407,0.34671,149.310914,51.767586992940004
1698494400000,2023-10-28 12:00:00,MANA/USD,0.35105,0.35105,0.34407,0.34407,546.580777,188.06204794239
1698490800000,2023-10-28 11:00:00,MANA/USD,0.34855,0.35105,0.34855,0.35105,17.912198,6.2880771078999995
1698487200000,2023-10-28 10:00:00,MANA/USD,0.34864,0.34864,0.34855,0.34855,471.06855,164.19094310250003
1698483600000,2023-10-28 09:00:00,MANA/USD,0.34966,0.34966,0.34864,0.34864,729.029192,254.16873749888
1698480000000,2023-10-28 08:00:00,MANA/USD,0.34743,0.34966,0.34743,0.34966,119.371693,41.739506174380004
1698476400000,2023-10-28 07:00:00,MANA/USD,0.34743,0.34743,0.34743,0.34743,0.0,0.0
1698472800000,2023-10-28 06:00:00,MANA/USD,0.34743,0.34743,0.34743,0.34743,0.0,0.0
1698469200000,2023-10-28 05:00:00,MANA/USD,0.34623,0.34743,0.34623,0.34743,89.28094,31.018876984200002
1698465600000,2023-10-28 04:00:00,MANA/USD,0.34632,0.34632,0.34623,0.34623,7992.295331,2767.17241245213
1698462000000,2023-10-28 03:00:00,MANA/USD,0.34681,0.34681,0.34632,0.34632,24.909498,8.62665734736
1698458400000,2023-10-28 02:00:00,MANA/USD,0.34091,0.34681,0.34091,0.34681,678.851932,235.43263853692002
1698454800000,2023-10-28 01:00:00,MANA/USD,0.34091,0.34091,0.34091,0.34091,0.0,0.0
1698451200000,2023-10-28 00:00:00,MANA/USD,0.33905,0.34121,0.33905,0.34091,80.749786,27.52840954526
1698447600000,2023-10-27 23:00:00,MANA/USD,0.33905,0.33905,0.33905,0.33905,0.0,0.0
1698444000000,2023-10-27 22:00:00,MANA/USD,0.34091,0.34091,0.33905,0.33905,73.994864,25.087958639200004
1698440400000,2023-10-27 21:00:00,MANA/USD,0.33917,0.34171,0.33917,0.34091,1226.300522,418.05811095501997
1698436800000,2023-10-27 20:00:00,MANA/USD,0.33833,0.33917,0.33833,0.33917,1500.0,508.75500000000005
1698433200000,2023-10-27 19:00:00,MANA/USD,0.33616,0.3388,0.33616,0.33833,47.4429,16.051356357000003
1698429600000,2023-10-27 18:00:00,MANA/USD,0.34025,0.34025,0.33573,0.33616,273.901709,92.07479849744
1698426000000,2023-10-27 17:00:00,MANA/USD,0.34336,0.34336,0.337,0.34025,3888.233213,1322.97135072325
1698422400000,2023-10-27 16:00:00,MANA/USD,0.34808,0.34858,0.34263,0.34336,4548.943876,1561.9253692633602
1698418800000,2023-10-27 15:00:00,MANA/USD,0.34535,0.34966,0.34412,0.34808,18357.081813,6389.73303746904
1698415200000,2023-10-27 14:00:00,MANA/USD,0.34947,0.34947,0.34263,0.34535,569.266566,196.5962085681
1698411600000,2023-10-27 13:00:00,MANA/USD,0.3483,0.34966,0.3483,0.34947,341.348384,119.29101975648001
1698408000000,2023-10-27 12:00:00,MANA/USD,0.34414,0.3483,0.34414,0.3483,276.805598,96.4113897834
1698404400000,2023-10-27 11:00:00,MANA/USD,0.34785,0.34785,0.34414,0.34414,1049.517022,361.18078795108
1698400800000,2023-10-27 10:00:00,MANA/USD,0.34785,0.34785,0.34785,0.34785,0.0,0.0
1698397200000,2023-10-27 09:00:00,MANA/USD,0.34681,0.34785,0.34681,0.34785,53.164865,18.49339829025
1698393600000,2023-10-27 08:00:00,MANA/USD,0.34263,0.34681,0.34263,0.34681,1129.619611,391.76337729091006
1698390000000,2023-10-27 07:00:00,MANA/USD,0.34592,0.3473,0.34263,0.34263,131.84283,45.1733088429
1698386400000,2023-10-27 06:00:00,MANA/USD,0.34478,0.34592,0.34478,0.34592,11.534589,3.9900450268800003
1698382800000,2023-10-27 05:00:00,MANA/USD,0.34907,0.34907,0.34478,0.34478,264.391706,91.15697239468
1698379200000,2023-10-27 04:00:00,MANA/USD,0.34694,0.34966,0.34694,0.34907,731.590275,255.37621729425
1698375600000,2023-10-27 03:00:00,MANA/USD,0.34649,0.3473,0.34649,0.34694,138.922839,48.197889762660004
1698372000000,2023-10-27 02:00:00,MANA/USD,0.34263,0.34723,0.34263,0.34649,1464.884203,507.56772749747006
1698368400000,2023-10-27 01:00:00,MANA/USD,0.34765,0.34765,0.34263,0.34263,257.638067,88.27453089621
1698364800000,2023-10-27 00:00:00,MANA/USD,0.35391,0.35391,0.34765,0.34765,5037.617409,1751.3276922388502
1698361200000,2023-10-26 23:00:00,MANA/USD,0.35254,0.35544,0.35254,0.35391,840.067264,297.30820540224
1698357600000,2023-10-26 22:00:00,MANA/USD,0.34696,0.35254,0.34696,0.35254,300.663538,105.99592368652002
1698354000000,2023-10-26 21:00:00,MANA/USD,0.34681,0.34714,0.34681,0.34696,1452.004218,503.78738347728
1698350400000,2023-10-26 20:00:00,MANA/USD,0.3468,0.34681,0.34546,0.34681,575.7764,199.68501328399998
1698346800000,2023-10-26 19:00:00,MANA/USD,0.34228,0.3468,0.34228,0.3468,5925.561478,2054.9847205704
1698343200000,2023-10-26 18:00:00,MANA/USD,0.34407,0.34442,0.34228,0.34228,4828.982241,1652.8640414494798
1698339600000,2023-10-26 17:00:00,MANA/USD,0.34025,0.34407,0.34025,0.34407,170.513571,58.668604373970005
1698336000000,2023-10-26 16:00:00,MANA/USD,0.34068,0.34198,0.34025,0.34025,21.552632,7.333283037999999
1698332400000,2023-10-26 15:00:00,MANA/USD,0.34407,0.34407,0.33667,0.34068,34574.80973,11778.946178816399
1698328800000,2023-10-26 14:00:00,MANA/USD,0.35116,0.35116,0.33723,0.34407,2923.120475,1005.75806183325
1698325200000,2023-10-26 13:00:00,MANA/USD,0.35544,0.35578,0.35116,0.35116,1722.496739,604.87195486724
1698321600000,2023-10-26 12:00:00,MANA/USD,0.3533,0.35544,0.3533,0.35544,117.430662,41.73955450128
1698318000000,2023-10-26 11:00:00,MANA/USD,0.35405,0.35638,0.35105,0.3533,696.326322,246.0120895626
1698314400000,2023-10-26 10:00:00,MANA/USD,0.3574,0.3574,0.35405,0.35405,274.297103,97.11488931714999
1698310800000,2023-10-26 09:00:00,MANA/USD,0.36133,0.36236,0.3574,0.3574,1285.926774,459.5902290276
1698307200000,2023-10-26 08:00:00,MANA/USD,0.36356,0.36544,0.36133,0.36133,409.17048,147.84556953839999
1698303600000,2023-10-26 07:00:00,MANA/USD,0.35116,0.36356,0.35116,0.36356,30785.837422,11192.499053142321
1698300000000,2023-10-26 06:00:00,MANA/USD,0.35544,0.35544,0.34545,0.35116,1309.57571,459.87060632360004
1698296400000,2023-10-26 05:00:00,MANA/USD,0.35247,0.35544,0.35247,0.35544,117.430662,41.73955450128
1698292800000,2023-10-26 04:00:00,MANA/USD,0.35335,0.35335,0.35247,0.35247,1050.724714,370.34893994358
1698289200000,2023-10-26 03:00:00,MANA/USD,0.3493,0.35335,0.3493,0.35335,3705.973771,1309.50583198285
1698285600000,2023-10-26 02:00:00,MANA/USD,0.35116,0.35116,0.3493,0.3493,122.955786,42.9484560498
1698282000000,2023-10-26 01:00:00,MANA/USD,0.35254,0.35544,0.35116,0.35116,3305.729545,1160.8399870222001
1698278400000,2023-10-26 00:00:00,MANA/USD,0.34623,0.35254,0.34623,0.35254,699.708622,246.67527759988002
1698274800000,2023-10-25 23:00:00,MANA/USD,0.3433,0.34629,0.34302,0.34623,701.854504,243.00308491991998
1698271200000,2023-10-25 22:00:00,MANA/USD,0.34513,0.34513,0.34287,0.3433,502.874525,172.6368244325
1698267600000,2023-10-25 21:00:00,MANA/USD,0.34263,0.34513,0.34263,0.34513,67.779507,23.39274125091
1698264000000,2023-10-25 20:00:00,MANA/USD,0.34456,0.34681,0.34263,0.34263,240.708352,82.47390264575999
1698260400000,2023-10-25 19:00:00,MANA/USD,0.34527,0.34527,0.33983,0.34456,18384.057119,6334.4107209226395
1698256800000,2023-10-25 18:00:00,MANA/USD,0.34527,0.34616,0.34527,0.34527,69.45198,23.979685134600004
1698253200000,2023-10-25 17:00:00,MANA/USD,0.34665,0.34742,0.34263,0.34527,4951.277805,1709.52768773235
1698249600000,2023-10-25 16:00:00,MANA/USD,0.35733,0.358,0.34545,0.34665,12805.05089,4438.8708910185005
1698246000000,2023-10-25 15:00:00,MANA/USD,0.35242,0.3599,0.35085,0.35733,28728.30144,10265.4839535552
1698242400000,2023-10-25 14:00:00,MANA/USD,0.34602,0.35254,0.34602,0.35242,8226.496865,2899.1820251633
1698238800000,2023-10-25 13:00:00,MANA/USD,0.34521,0.34681,0.34478,0.34602,3812.58793,1319.2316755386
1698235200000,2023-10-25 12:00:00,MANA/USD,0.34385,0.34521,0.34385,0.34521,150.590928,51.98549425488
1698231600000,2023-10-25 11:00:00,MANA/USD,0.34407,0.34467,0.34385,0.34385,1592.260122,547.4986429497
1698228000000,2023-10-25 10:00:00,MANA/USD,0.34407,0.34407,0.34407,0.34407,0.0,0.0
1698224400000,2023-10-25 09:00:00,MANA/USD,0.33723,0.34407,0.33723,0.34407,139.621333,48.03951204531
1698220800000,2023-10-25 08:00:00,MANA/USD,0.33723,0.33723,0.33723,0.33723,0.0,0.0
1698217200000,2023-10-25 07:00:00,MANA/USD,0.34718,0.34718,0.33723,0.33723,412.187105,139.00185741914999
1698213600000,2023-10-25 06:00:00,MANA/USD,0.34542,0.34733,0.34542,0.34718,3704.389823,1286.0900587491399
1698210000000,2023-10-25 05:00:00,MANA/USD,0.34398,0.34681,0.34398,0.34542,2953.266559,1020.1173348097801
1698206400000,2023-10-25 04:00:00,MANA/USD,0.33983,0.34398,0.33983,0.34398,6435.809066,2213.78960252268
1698202800000,2023-10-25 03:00:00,MANA/USD,0.34314,0.34314,0.33983,0.33983,121.345824,41.23695136992
1698199200000,2023-10-25 02:00:00,MANA/USD,0.35056,0.35056,0.34263,0.34314,1848.796233,634.39593939162
1698195600000,2023-10-25 01:00:00,MANA/USD,0.35254,0.35646,0.35056,0.35056,1577.905056,553.15039643136
1698192000000,2023-10-25 00:00:00,MANA/USD,0.35058,0.35254,0.34618,0.35254,873.203243,307.83907128722
1698188400000,2023-10-24 23:00:00,MANA/USD,0.35099,0.35382,0.34829,0.35058,1933.348559,677.79333781422
1698184800000,2023-10-24 22:00:00,MANA/USD,0.34786,0.35357,0.3465,0.35099,1123.729831,394.4179333826901
1698181200000,2023-10-24 21:00:00,MANA/USD,0.33983,0.34786,0.33759,0.34786,2420.818693,842.10599054698
1698177600000,2023-10-24 20:00:00,MANA/USD,0.34195,0.34325,0.33983,0.33983,3833.026054,1302.57724393082
1698174000000,2023-10-24 19:00:00,MANA/USD,0.3462,0.3462,0.34177,0.34195,3762.950166,1286.7408092637
1698170400000,2023-10-24 18:00:00,MANA/USD,0.34164,0.34681,0.33723,0.3462,1818.312297,629.4997172214
1698166800000,2023-10-24 17:00:00,MANA/USD,0.3421,0.34675,0.34164,0.34164,4618.636985,1577.9111395554
1698163200000,2023-10-24 16:00:00,MANA/USD,0.33352,0.34442,0.33017,0.3421,3159.611328,1080.9030353088
1698159600000,2023-10-24 15:00:00,MANA/USD,0.34398,0.34966,0.32764,0.33352,5579.693848,1860.9394921849598
1698156000000,2023-10-24 14:00:00,MANA/USD,0.34171,0.34475,0.33955,0.34398,2986.96665,1027.4567882669999
1698152400000,2023-10-24 13:00:00,MANA/USD,0.35027,0.35027,0.34171,0.34171,6862.385827,2344.94586094417
1698148800000,2023-10-24 12:00:00,MANA/USD,0.34398,0.35027,0.34398,0.35027,2947.653961,1032.4747529194701
1698145200000,2023-10-24 11:00:00,MANA/USD,0.34165,0.34398,0.34165,0.34398,401.527621,138.11747107158
1698141600000,2023-10-24 10:00:00,MANA/USD,0.3403,0.34165,0.3403,0.34165,1108.955945,378.87479860925
1698138000000,2023-10-24 09:00:00,MANA/USD,0.33646,0.3403,0.33557,0.3403,2053.908758,698.9451503474
1698134400000,2023-10-24 08:00:00,MANA/USD,0.32887,0.33723,0.32887,0.33646,722.828703,243.20294541138
1698130800000,2023-10-24 07:00:00,MANA/USD,0.32887,0.32887,0.32887,0.32887,0.0,0.0
1698127200000,2023-10-24 06:00:00,MANA/USD,0.33158,0.332,0.32887,0.32887,1089.85402,358.4202915574
1698123600000,2023-10-24 05:00:00,MANA/USD,0.33615,0.34088,0.33158,0.33158,3350.714757,1111.02999912606
1698120000000,2023-10-24 04:00:00,MANA/USD,0.33431,0.33643,0.33431,0.33615,842.550553,283.22336839095004
1698116400000,2023-10-24 03:00:00,MANA/USD,0.34249,0.34526,0.33431,0.33431,16920.610955,5656.72944836605
1698112800000,2023-10-24 02:00:00,MANA/USD,0.33982,0.34407,0.33873,0.34249,27619.724791,9459.479543669591
1698109200000,2023-10-24 01:00:00,MANA/USD,0.3443,0.34722,0.33669,0.33982,12508.253427,4250.55467956314
1698105600000,2023-10-24 00:00:00,MANA/USD,0.3255,0.3443,0.3237,0.3443,37943.725608,13064.0247268344
1698102000000,2023-10-23 23:00:00,MANA/USD,0.32365,0.3255,0.3209,0.3255,11026.608479,3589.1610599145
1698098400000,2023-10-23 22:00:00,MANA/USD,0.31281,0.32365,0.31281,0.32365,1895.502202,613.4792876772999
1698094800000,2023-10-23 21:00:00,MANA/USD,0.31134,0.31281,0.30986,0.31281,4704.033647,1471.46876511807
1698091200000,2023-10-23 20:00:00,MANA/USD,0.3091,0.31134,0.3091,0.31134,3035.804418,945.1673475001201
1698087600000,2023-10-23 19:00:00,MANA/USD,0.30807,0.31003,0.30807,0.3091,11994.481068,3707.4940981187997
1698084000000,2023-10-23 18:00:00,MANA/USD,0.30777,0.30807,0.30777,0.30807,347.745195,107.12986222365001
1698080400000,2023-10-23 17:00:00,MANA/USD,0.30841,0.30841,0.30761,0.30777,397.81449,122.43536558729998
1698076800000,2023-10-23 16:00:00,MANA/USD,0.30495,0.30841,0.30495,0.30841,7493.04618,2310.9303723738003
1698073200000,2023-10-23 15:00:00,MANA/USD,0.3057,0.30659,0.30488,0.30495,3913.903182,1193.5447753509
1698069600000,2023-10-23 14:00:00,MANA/USD,0.30519,0.3057,0.30519,0.3057,2.336109,0.7141485213000001
1698066000000,2023-10-23 13:00:00,MANA/USD,0.3073,0.3073,0.30304,0.30519,4522.539314,1380.23377323966
1698062400000,2023-10-23 12:00:00,MANA/USD,0.30674,0.3073,0.30674,0.3073,131.908546,40.5354961858
1698058800000,2023-10-23 11:00:00,MANA/USD,0.30674,0.30674,0.30674,0.30674,0.0,0.0
1698055200000,2023-10-23 10:00:00,MANA/USD,0.30304,0.30674,0.30304,0.30674,451.157646,138.38809633404
1698051600000,2023-10-23 09:00:00,MANA/USD,0.30563,0.30563,0.30304,0.30304,136.077585,41.2369513584
1698048000000,2023-10-23 08:00:00,MANA/USD,0.30689,0.30689,0.30563,0.30563,80.671508,24.65563299004
1698044400000,2023-10-23 07:00:00,MANA/USD,0.30804,0.30804,0.305,0.30689,168.176634,51.61172720826
1698040800000,2023-10-23 06:00:00,MANA/USD,0.3118,0.3118,0.30804,0.30804,133.86882,41.236951312799995
1698037200000,2023-10-23 05:00:00,MANA/USD,0.3076,0.3118,0.3076,0.3118,6241.703943,1946.1632894274003
1698033600000,2023-10-23 04:00:00,MANA/USD,0.30632,0.3076,0.30632,0.3076,580.882294,178.6793936344
1698030000000,2023-10-23 03:00:00,MANA/USD,0.30731,0.30731,0.30522,0.30632,2032.790502,622.6843865726399
1698026400000,2023-10-23 02:00:00,MANA/USD,0.30696,0.30731,0.30673,0.30731,6495.21838,1996.0455603578002
1698022800000,2023-10-23 01:00:00,MANA/USD,0.30465,0.30696,0.30465,0.30696,333.138164,102.26009082144
1698019200000,2023-10-23 00:00:00,MANA/USD,0.30507,0.306,0.30454,0.30465,927.659085,282.61134024525
1698015600000,2023-10-22 23:00:00,MANA/USD,0.30425,0.3052,0.30343,0.30507,672.186769,205.06401761883
1698012000000,2023-10-22 22:00:00,MANA/USD,0.29986,0.30425,0.29986,0.30425,330.133947,100.44325337475
1698008400000,2023-10-22 21:00:00,MANA/USD,0.29986,0.29986,0.29986,0.29986,0.0,0.0
1698004800000,2023-10-22 20:00:00,MANA/USD,0.29831,0.29986,0.29831,0.29986,1313.307669,393.80843762634004
1698001200000,2023-10-22 19:00:00,MANA/USD,0.29986,0.29986,0.29831,0.29831,346.871232,103.47515721792001
1697997600000,2023-10-22 18:00:00,MANA/USD,0.29982,0.29986,0.29982,0.29986,13.306344,3.99004031184
1697994000000,2023-10-22 17:00:00,MANA/USD,0.2968,0.29982,0.2968,0.29982,162.800211,48.81075926201999
1697990400000,2023-10-22 16:00:00,MANA/USD,0.29628,0.29773,0.29628,0.2968,223.539975,66.34666458
1697986800000,2023-10-22 15:00:00,MANA/USD,0.2957,0.29628,0.29564,0.29628,519.464856,153.90704753568002
1697983200000,2023-10-22 14:00:00,MANA/USD,0.29813,0.29813,0.2957,0.2957,250.441021,74.0554099097
1697979600000,2023-10-22 13:00:00,MANA/USD,0.30104,0.30118,0.29813,0.29813,296.929811,88.52368455342999
1697976000000,2023-10-22 12:00:00,MANA/USD,0.30104,0.30104,0.30104,0.30104,0.0,0.0
1697972400000,2023-10-22 11:00:00,MANA/USD,0.30104,0.30104,0.30104,0.30104,0.0,0.0
1697968800000,2023-10-22 10:00:00,MANA/USD,0.30177,0.30177,0.30104,0.30104,53.515403,16.110276919119997
1697965200000,2023-10-22 09:00:00,MANA/USD,0.30177,0.30177,0.30177,0.30177,0.0,0.0
1697961600000,2023-10-22 08:00:00,MANA/USD,0.29931,0.30177,0.29931,0.30177,138.318691,41.740431383069996
1697958000000,2023-10-22 07:00:00,MANA/USD,0.30192,0.30192,0.29562,0.29931,432.340575,129.40385750325
1697954400000,2023-10-22 06:00:00,MANA/USD,0.30192,0.30192,0.30192,0.30192,0.0,0.0
1697950800000,2023-10-22 05:00:00,MANA/USD,0.29928,0.30192,0.29928,0.30192,329.96271,99.62234140320001
1697947200000,2023-10-22 04:00:00,MANA/USD,0.29776,0.29966,0.29776,0.29928,1764.200694,527.9899837003201
1697943600000,2023-10-22 03:00:00,MANA/USD,0.29782,0.29782,0.2974,0.29776,1068.077065,318.0306268744
1697940000000,2023-10-22 02:00:00,MANA/USD,0.29911,0.29911,0.29782,0.29782,71.799061,21.383196347019997
1697936400000,2023-10-22 01:00:00,MANA/USD,0.30035,0.30035,0.29911,0.29911,6.747355,2.01820135405
1697932800000,2023-10-22 00:00:00,MANA/USD,0.29845,0.30035,0.29845,0.30035,3934.792445,1181.81491085575
1697929200000,2023-10-21 23:00:00,MANA/USD,0.30029,0.30029,0.29813,0.29845,194.493878,58.046697889099995
1697925600000,2023-10-21 22:00:00,MANA/USD,0.30029,0.30029,0.30029,0.30029,0.0,0.0
1697922000000,2023-10-21 21:00:00,MANA/USD,0.30003,0.30032,0.30003,0.30029,1511.446288,453.87220582352
1697918400000,2023-10-21 20:00:00,MANA/USD,0.30103,0.30103,0.30003,0.30003,121.89226,36.5713347678
1697914800000,2023-10-21 19:00:00,MANA/USD,0.3005,0.30103,0.3005,0.30103,4884.14755,1470.2749369765
1697911200000,2023-10-21 18:00:00,MANA/USD,0.30177,0.30177,0.29972,0.3005,2345.566693,704.8427912465
1697907600000,2023-10-21 17:00:00,MANA/USD,0.30062,0.30177,0.30062,0.30177,189.017511,57.03981429447
1697904000000,2023-10-21 16:00:00,MANA/USD,0.29765,0.30062,0.29765,0.30062,3341.371213,1004.48301405206
1697900400000,2023-10-21 15:00:00,MANA/USD,0.29633,0.29765,0.29615,0.29765,2711.442098,807.0607404697
1697896800000,2023-10-21 14:00:00,MANA/USD,0.29558,0.29687,0.2955,0.29633,1528.921571,453.06532913443
1697893200000,2023-10-21 13:00:00,MANA/USD,0.29288,0.29561,0.29241,0.29558,8461.192853,2500.95938348974
1697889600000,2023-10-21 12:00:00,MANA/USD,0.29298,0.29348,0.29288,0.29288,3544.035112,1037.97700360256
1697886000000,2023-10-21 11:00:00,MANA/USD,0.29114,0.29298,0.29114,0.29298,1928.462824,565.00103817552
1697882400000,2023-10-21 10:00:00,MANA/USD,0.29166,0.29166,0.29114,0.29114,5765.098635,1678.4508165939
1697878800000,2023-10-21 09:00:00,MANA/USD,0.29166,0.29166,0.29166,0.29166,0.0,0.0
1697875200000,2023-10-21 08:00:00,MANA/USD,0.29166,0.29166,0.29166,0.29166,0.0,0.0
1697871600000,2023-10-21 07:00:00,MANA/USD,0.29155,0.29166,0.29155,0.29166,67.030259,19.55004533994
1697868000000,2023-10-21 06:00:00,MANA/USD,0.29015,0.29205,0.28963,0.29155,237.659641,69.28966833355
1697864400000,2023-10-21 05:00:00,MANA/USD,0.29147,0.29147,0.29015,0.29015,39.625223,11.49725845345
1697860800000,2023-10-21 04:00:00,MANA/USD,0.28797,0.29147,0.28797,0.29147,68.084136,19.84448311992
1697857200000,2023-10-21 03:00:00,MANA/USD,0.2871,0.28797,0.2871,0.28797,180.507699,51.98080208103
1697853600000,2023-10-21 02:00:00,MANA/USD,0.28701,0.28738,0.28701,0.2871,4227.002828,1213.5725119188
1697850000000,2023-10-21 01:00:00,MANA/USD,0.28701,0.28701,0.28701,0.28701,0.0,0.0
1697846400000,2023-10-21 00:00:00,MANA/USD,0.2866,0.28701,0.2866,0.28701,3.466805,0.99500770305
1697842800000,2023-10-20 23:00:00,MANA/USD,0.28661,0.28686,0.2866,0.2866,945.449025,270.96569056500005
1697839200000,2023-10-20 22:00:00,MANA/USD,0.28592,0.28692,0.28592,0.28661,271.571602,77.83513684921999
1697835600000,2023-10-20 21:00:00,MANA/USD,0.28592,0.28592,0.28592,0.28592,0.0,0.0
1697832000000,2023-10-20 20:00:00,MANA/USD,0.28581,0.28706,0.28581,0.28592,2499.691699,714.71185057808
1697828400000,2023-10-20 19:00:00,MANA/USD,0.28611,0.28611,0.28581,0.28581,27.502788,7.86057183828
1697824800000,2023-10-20 18:00:00,MANA/USD,0.28436,0.28664,0.28436,0.28611,615.816362,176.19121933181998
1697821200000,2023-10-20 17:00:00,MANA/USD,0.28558,0.28558,0.28436,0.28436,588.0,167.20368
1697817600000,2023-10-20 16:00:00,MANA/USD,0.28587,0.28633,0.28558,0.28558,944.455732,269.71766794456
1697814000000,2023-10-20 15:00:00,MANA/USD,0.28639,0.28767,0.28587,0.28587,2486.165381,710.72009746647
1697810400000,2023-10-20 14:00:00,MANA/USD,0.28767,0.28767,0.28559,0.28639,3058.622863,875.9590017345699
1697806800000,2023-10-20 13:00:00,MANA/USD,0.28625,0.28767,0.28555,0.28767,5267.558375,1515.3185177362498
1697803200000,2023-10-20 12:00:00,MANA/USD,0.28827,0.28827,0.28625,0.28625,10357.698294,2964.8911366575
1697799600000,2023-10-20 11:00:00,MANA/USD,0.29028,0.29028,0.28731,0.28827,5626.528237,1621.9592948799902
1697796000000,2023-10-20 10:00:00,MANA/USD,0.28768,0.29028,0.28768,0.29028,174.978119,50.79264838331999
1697792400000,2023-10-20 09:00:00,MANA/USD,0.28768,0.28768,0.28768,0.28768,0.0,0.0
1697788800000,2023-10-20 08:00:00,MANA/USD,0.28422,0.28785,0.28422,0.28768,1227.990577,353.26832919136
1697785200000,2023-10-20 07:00:00,MANA/USD,0.28475,0.28475,0.28422,0.28422,10.0,2.8421999999999996
1697781600000,2023-10-20 06:00:00,MANA/USD,0.28325,0.28475,0.28325,0.28475,1341.184449,381.90227185275
1697778000000,2023-10-20 05:00:00,MANA/USD,0.28236,0.28325,0.28224,0.28325,4785.687462,1355.5459736115
1697774400000,2023-10-20 04:00:00,MANA/USD,0.28216,0.28236,0.28216,0.28236,284.268022,80.26591869191999
1697770800000,2023-10-20 03:00:00,MANA/USD,0.28079,0.28265,0.28079,0.28216,760.374053,214.54714279448
1697767200000,2023-10-20 02:00:00,MANA/USD,0.27813,0.28144,0.27813,0.28079,1013.827391,284.67259311889
1697763600000,2023-10-20 01:00:00,MANA/USD,0.27813,0.27813,0.27813,0.27813,0.0,0.0
1697760000000,2023-10-20 00:00:00,MANA/USD,0.27813,0.27813,0.27813,0.27813,0.0,0.0
1697756400000,2023-10-19 23:00:00,MANA/USD,0.27754,0.27838,0.27754,0.27813,2235.957479,621.88685363427
1697752800000,2023-10-19 22:00:00,MANA/USD,0.27721,0.27782,0.27721,0.27754,53.094742,14.73591469468
1697749200000,2023-10-19 21:00:00,MANA/USD,0.27916,0.27916,0.27721,0.27721,98.765688,27.378836370480002
1697745600000,2023-10-19 20:00:00,MANA/USD,0.27723,0.27916,0.27723,0.27916,2440.322416,681.2404056505601
1697742000000,2023-10-19 19:00:00,MANA/USD,0.27693,0.27723,0.27667,0.27723,2366.926245,656.1829629013499
1697738400000,2023-10-19 18:00:00,MANA/USD,0.27618,0.27748,0.27618,0.27693,6981.465307,1933.37718746751
1697734800000,2023-10-19 17:00:00,MANA/USD,0.27804,0.27804,0.27618,0.27618,178.723521,49.35986202978
1697731200000,2023-10-19 16:00:00,MANA/USD,0.27722,0.27806,0.27722,0.27804,236.239034,65.68390101336
1697727600000,2023-10-19 15:00:00,MANA/USD,0.27672,0.27722,0.27573,0.27722,5204.393984,1442.7621002444803
1697724000000,2023-10-19 14:00:00,MANA/USD,0.2761,0.27681,0.27536,0.27672,49.089877,13.584150763440002
1697720400000,2023-10-19 13:00:00,MANA/USD,0.2758,0.27712,0.2758,0.2761,4588.450964,1266.8713111604
1697716800000,2023-10-19 12:00:00,MANA/USD,0.2751,0.2758,0.2751,0.2758,151.33937,41.739398246
1697713200000,2023-10-19 11:00:00,MANA/USD,0.27547,0.27547,0.2751,0.2751,811.873928,223.3465175928
1697709600000,2023-10-19 10:00:00,MANA/USD,0.27491,0.27547,0.27491,0.27547,512.062987,141.05799102889
1697706000000,2023-10-19 09:00:00,MANA/USD,0.27491,0.27491,0.27491,0.27491,0.0,0.0
1697702400000,2023-10-19 08:00:00,MANA/USD,0.27297,0.27534,0.27297,0.27491,324.468308,89.19958255227999
1697698800000,2023-10-19 07:00:00,MANA/USD,0.27297,0.27297,0.27297,0.27297,0.0,0.0
1697695200000,2023-10-19 06:00:00,MANA/USD,0.27297,0.27297,0.27297,0.27297,0.0,0.0
