time,aave,bal,bat,comp,eth_a,eth_b,eth_c,gno,knc,link,lrc,mana,matic,reth,uni,wbtc_a,wbtc_b,wbtc_c,wsteth_a,wsteth_b,yfi,zrx,gusd,usdc_a,usdc_b,usdp,tusd,psm_usdc,rwa001,rwa002,rwa003,rwa004,rwa005,rwa006,rwa007,rwa008,rwa009,rwa010,rwa011,rwa012,rwa013,rwa014,rwa015
1640793600,0,333126,162375,433062,7745063502,222555451,2270460427,0,0,183297887,0,0,0,0,11536090,2618008832,4681497,20064813,155123048,0,148605630,152505,5100183,235995251,461,65778174,26516059,3143521485,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1640966400,0,357022,169197,427619,7630593286,220643561,2253468944,0,0,179984819,0,0,0,0,11560784,2611744589,4682794,25249743,154564780,0,154148732,158296,5100183,235995251,461,65778174,26516059,3159316569,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1641139200,0,392461,178749,438611,7730125160,195987449,2316231193,0,0,191966640,0,0,0,0,10528143,2601425944,7662601,25250053,161226703,0,179517687,171809,5100183,235995251,461,65778174,26516059,3204289180,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1641312000,0,406262,182842,487147,7810755388,200394160,2343779479,0,0,212507933,0,0,0,0,11221213,2540803980,7513456,24996161,148608297,0,183948346,179531,5100183,235995251,461,65778174,26516059,3267297562,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1641484800,0,350670,158281,416656,6819924849,178993355,2068182681,0,0,214519410,0,0,0,0,9806147,2378541914,6849819,23762395,114231237,0,166328626,152505,5100183,235995251,461,65778174,26516059,3336959852,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1641657600,0,364367,140491,399507,6409562939,158907991,1929107233,0,0,221214674,0,0,0,0,8972499,2271391056,6512232,24228665,106185369,0,161007041,137061,5100183,235995251,461,65778174,26516059,3459551477,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1641830400,0,349663,132307,380443,6201625618,145770342,1882588489,0,0,241472443,0,0,0,0,9106982,2245373815,6555003,24566894,134312081,0,151175900,129339,5691780,235995251,461,65778174,26516059,3516691399,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1642003200,0,359331,150039,411516,6880532920,158849469,2084319937,0,0,236510487,0,0,0,0,9830653,2342083380,6884867,25838836,149365890,0,162702014,144783,5691780,235995251,461,65778174,26516059,3585827877,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1642176000,0,349663,143219,394034,6723681169,157260619,2033583973,0,0,221859017,0,0,0,0,9059255,2313814909,6821950,25567094,145939365,0,152458382,140922,5471549,235995251,461,65778174,26516059,3718662280,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1642348800,0,354094,144583,397010,6871429975,162774862,2080267735,0,0,232781748,0,0,0,0,10155084,2323427301,6851481,25677769,159925587,0,161075663,144783,5471549,235995251,461,65778174,26516059,3808739785,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
